icd_full,hadm_freq
10-T391X2D,8
9-8719,8
9-71827,8
10-E507,8
10-C44321,8
10-O699XX0,8
9-9082,8
10-S42342A,8
9-32362,8
10-M71552,8
10-S61251A,8
10-M20092,8
10-T80211D,8
10-T380X1A,8
10-B1009,8
10-L0232,8
10-S62632B,8
10-T374X5A,8
10-D013,8
10-S32452A,8
10-S62306A,8
9-86399,8
10-T39391A,8
9-42293,8
10-S42452A,8
10-C84A8,8
10-L129,8
9-66944,8
10-S66022A,8
10-G5713,8
9-1709,8
9-85185,8
10-G3289,8
10-I8290,8
10-R151,8
10-G803,8
9-9157,8
10-S65513A,8
10-L89306,8
10-N362,8
10-T85733A,8
10-O1425,8
9-6102,8
10-G053,8
9-E8041,8
9-87359,8
9-80325,8
9-03841,8
10-D470,8
10-T190XXA,8
10-Y768,8
10-S90421A,8
10-N8353,8
10-S35512A,8
10-M2459,8
10-H15101,8
10-G43801,8
9-20042,8
10-Q2546,8
10-S62615B,8
10-Q820,8
9-29631,8
10-M270,8
10-M0239,8
10-D3612,8
10-O694XX0,8
10-G523,8
9-8701,8
10-S92325A,8
10-S332XXA,8
10-S129XXA,8
10-E58,8
10-H4010X3,8
9-9991,8
10-S42145A,8
10-C4A71,8
10-S12121A,8
9-0020,8
10-M47898,8
10-M8738,8
10-F19982,8
10-S42421A,8
9-1761,8
10-O98511,8
10-X713XXA,8
10-C069,8
10-M14679,8
10-I70229,8
10-S12600D,8
9-45374,8
9-70401,8
10-C8587,8
10-M47894,8
9-67122,8
10-O9229,8
10-D4102,8
10-S299XXA,8
10-V270XXA,8
10-M25851,8
10-C720,8
10-L02222,8
10-I97411,8
10-F19159,8
10-Y92532,8
10-L908,8
10-M532X7,8
10-H9222,8
10-G1220,8
9-41419,8
9-E9395,8
10-B888,8
9-9832,8
10-E11620,8
10-T791XXA,8
9-67111,8
9-65493,8
10-N765,8
10-C488,8
9-74739,8
9-2190,8
10-Q824,8
10-D6109,8
9-1429,8
9-82520,8
9-V6402,8
10-B457,8
10-T8069XA,8
10-C44612,8
10-R402421,8
10-D1622,8
10-Q790,8
10-L438,8
9-2376,8
9-1574,8
10-K111,8
10-T484X5A,8
9-V5410,8
10-D0582,8
10-L7612,8
9-64884,8
10-F17203,8
10-Z8776,8
9-9879,8
9-53400,8
9-36811,8
10-S12400S,8
10-S52132A,8
9-75233,8
9-E8170,8
9-36523,8
10-S6982XA,8
9-6219,8
10-Z5339,8
9-E9550,8
10-S1989XA,8
9-V221,8
10-X781XXD,8
10-W293XXA,8
9-E9431,8
10-S72001S,8
10-K4000,8
10-S8982XA,8
9-65983,8
10-M8889,8
10-X100XXA,8
10-S66322A,8
9-2130,8
10-W132XXS,8
10-F488,8
10-S12031A,8
9-V0951,8
10-M7711,8
10-T17228A,8
10-H3582,8
10-Z1633,8
10-Z48816,8
10-S06319A,8
10-X12XXXA,8
10-M23200,8
9-48281,8
9-5760,8
10-S82141S,8
10-K7211,8
10-M963,8
10-M87180,8
10-S14154A,8
10-S92141A,8
10-Y92510,8
9-85142,8
9-2970,8
10-K280,8
9-E9581,8
10-M23206,8
10-H353120,8
10-S14101A,8
10-S12091A,8
9-71514,8
10-M65872,8
10-M84459A,8
10-M4808,8
9-4748,8
9-6980,8
9-8796,8
10-E89820,8
9-38922,8
10-M65832,8
10-S92101A,8
9-37842,8
9-38022,8
10-G042,8
10-C4490,8
9-71235,8
10-O360130,8
9-75522,8
9-3911,8
10-Z77123,8
10-T5492XA,8
10-M11241,8
10-I63111,8
9-118,8
9-1921,8
10-S82401D,8
9-E9241,8
10-S065X6A,8
10-W240XXA,8
10-C4A9,8
9-E0060,8
9-2149,8
10-S32119A,8
9-9942,8
10-T503X6A,8
10-W311XXA,8
10-I70462,8
10-V575XXA,8
10-S82862A,8
9-4710,8
10-N6042,8
10-I69128,8
9-73629,8
10-F1524,8
9-36043,8
10-O9112,8
10-T8543XA,8
9-83901,8
10-Z7689,8
10-V4353XA,8
9-82139,8
10-T3696XA,8
10-G0491,8
10-T464X1A,8
10-M19039,8
9-90453,8
9-5299,8
10-W139XXA,8
9-56960,8
9-E9435,8
10-G988,8
10-M4657,8
10-T82525A,8
9-09953,8
10-D763,8
10-M13832,8
10-A8100,8
10-Q782,8
10-O328XX2,8
10-H353230,8
10-S62612A,8
10-M85852,8
10-E0943,8
10-C050,8
9-65113,8
10-Z8481,8
10-R1113,8
9-44589,8
9-78763,8
10-S52031A,8
9-9057,8
10-Y249XXS,8
10-L89106,8
9-2164,8
9-6274,8
10-C310,8
9-7284,8
9-E0030,8
9-2306,8
10-Y92011,8
9-7877,8
9-E899,8
10-M4723,8
10-T85830A,8
10-O7021,8
10-I69811,8
9-6278,8
10-S82845A,8
10-S12000D,8
10-K5750,8
10-M4658,8
10-S32049D,8
10-E0510,8
10-M1288,8
10-K832,8
10-H401132,8
10-M438X6,8
9-29573,8
10-T43026A,8
10-M4855XD,8
10-N421,8
10-S52252A,8
10-K1329,8
9-07053,8
10-Q385,8
10-S0219XD,8
10-S82141D,8
10-S46811A,8
10-L89140,8
9-E9193,8
10-G4721,8
10-M9711XD,8
9-38905,8
10-L568,8
10-S8251XB,8
10-E1059,8
9-79922,8
9-E9292,8
9-85140,8
10-S52301A,8
10-S65011A,8
9-4780,8
9-71917,8
10-J205,8
10-H47019,8
10-I70412,8
10-J206,8
10-Z748,8
10-N74,8
9-45111,8
10-C9421,8
10-M13811,8
9-59581,8
9-99981,8
10-O99712,8
9-92619,8
10-I82601,8
9-9041,8
10-S02632A,8
10-R40243,8
10-S02121A,8
9-99584,8
9-31539,8
10-F10930,7
9-9131,7
10-M7582,7
10-Z4781,7
10-S52571B,7
10-R29732,7
10-O2232,7
10-Z89419,7
10-G371,7
9-33523,7
10-N72,7
10-S12191A,7
10-U070,7
10-H15002,7
9-E8793,7
9-9177,7
9-80176,7
10-Z30014,7
10-R402423,7
9-64272,7
9-20957,7
9-V562,7
9-74687,7
10-O99311,7
10-S14107A,7
10-T84328A,7
9-05440,7
10-S43401A,7
10-S00512A,7
10-Q0702,7
10-N710,7
10-S82001D,7
10-L89813,7
10-W503XXA,7
9-81393,7
10-M40205,7
9-20204,7
9-81509,7
10-S52515A,7
9-71801,7
9-3593,7
10-S52352A,7
9-V0759,7
9-1319,7
10-S79911A,7
10-R196,7
10-T69022A,7
10-Q341,7
9-8029,7
10-M96622,7
10-Z726,7
10-O2511,7
10-S4291XA,7
10-D46A,7
10-O283,7
10-K6131,7
10-S82442A,7
10-M8568,7
10-Y92322,7
10-S81811D,7
9-1528,7
10-F1919,7
10-T82855S,7
10-C9481,7
9-7083,7
10-T40412A,7
10-E1321,7
10-T84051A,7
10-J1189,7
9-1738,7
10-L244,7
10-S52615A,7
10-Z86006,7
10-M85851,7
9-V1503,7
10-I83811,7
10-R402314,7
9-78343,7
10-Z0489,7
9-87354,7
10-T518X2A,7
10-S62613A,7
10-H1589,7
10-D6942,7
10-S83231A,7
10-T82118A,7
10-S01521A,7
10-Y92812,7
10-S72102A,7
9-64521,7
10-I63513,7
10-Q87410,7
10-M60004,7
10-G5700,7
10-I82592,7
9-E0040,7
10-G8323,7
10-T495X5A,7
9-66554,7
9-9949,7
10-M9712XD,7
10-X76XXXA,7
10-M7591,7
10-A5442,7
10-I69859,7
9-0031,7
9-73310,7
10-D1800,7
9-8628,7
10-S62511B,7
10-S65012A,7
10-M11212,7
10-H93A2,7
10-M84351A,7
10-M71522,7
10-Z86007,7
9-V273,7
10-Y92029,7
10-Q244,7
10-N6041,7
10-H4742,7
10-T85613A,7
10-S68627A,7
9-71848,7
9-75236,7
10-M19022,7
10-R892,7
9-66923,7
10-G5783,7
9-36845,7
9-30413,7
9-74193,7
10-T84218A,7
9-E9805,7
10-T85731A,7
10-C8295,7
10-O162,7
9-9198,7
10-G44029,7
9-6018,7
10-H10219,7
9-59682,7
9-4958,7
10-S66321A,7
10-S66325A,7
10-S80862A,7
10-Y92320,7
9-36544,7
10-O1003,7
10-W5512XA,7
10-H35031,7
9-7867,7
10-S41101A,7
10-J8282,7
10-V8699XA,7
10-S79912A,7
10-H53143,7
10-G4753,7
9-99683,7
9-V4966,7
10-S52021B,7
10-S058X1A,7
10-D130,7
10-L7633,7
10-T8369XA,7
9-30016,7
10-S52602B,7
10-C8234,7
10-T84050A,7
9-2163,7
9-30749,7
9-80315,7
9-8710,7
10-M868X3,7
9-61182,7
10-V099XXD,7
9-67144,7
9-5689,7
10-M80022A,7
10-N944,7
10-Y758,7
10-M20091,7
9-3073,7
10-R010,7
10-Q743,7
10-H9103,7
9-V1359,7
10-S68624A,7
10-Y9279,7
10-Q740,7
9-43814,7
10-T8142XD,7
10-O30133,7
9-53520,7
10-L0202,7
10-S37052A,7
10-T17818A,7
10-A311,7
10-T81590A,7
9-E9041,7
10-O322XX1,7
10-H00013,7
10-S32415A,7
10-M2040,7
10-G7112,7
10-I6621,7
10-S82861A,7
10-S31113A,7
9-V5359,7
9-24991,7
9-2850,7
10-S92402A,7
10-S5412XA,7
10-S51822A,7
10-W01110A,7
9-2154,7
9-56987,7
10-M00021,7
10-N930,7
10-R261,7
10-S63502A,7
10-H3410,7
10-M238X2,7
10-Q648,7
9-V1250,7
10-I688,7
10-V00321A,7
10-F1611,7
10-S91112A,7
9-9114,7
9-1602,7
10-M25612,7
10-S36430A,7
10-V099XXS,7
10-O98711,7
10-S90424A,7
10-M978XXA,7
10-S32011D,7
10-Y93E2,7
9-8419,7
9-V8731,7
10-S72401B,7
10-S42291D,7
10-S06341A,7
10-G4729,7
10-I69310,7
9-20047,7
10-T56891A,7
9-E9197,7
10-T5491XA,7
10-T8082XA,7
9-1542,7
9-51283,7
9-3201,7
10-M88851,7
9-90451,7
10-S298XXA,7
10-C3400,7
9-86383,7
9-66971,7
10-D72824,7
10-L22,7
10-T84610A,7
10-R067,7
10-Y92093,7
9-81381,7
10-Z1632,7
9-5800,7
10-M12511,7
9-2117,7
10-D3A092,7
9-3445,7
9-80853,7
10-H2101,7
10-F2081,7
10-F1890,7
10-S8782XA,7
10-M4012,7
10-H53453,7
10-L0103,7
10-S46212A,7
10-H02103,7
10-F12288,7
10-M21072,7
10-F205,7
10-D372,7
10-S0292XA,7
10-S62615A,7
10-G522,7
10-M96811,7
10-M21071,7
9-37189,7
10-R460,7
10-N4839,7
9-V5415,7
10-S5422XA,7
9-66451,7
9-90222,7
10-H933X2,7
10-T448X1A,7
10-I70621,7
9-8280,7
10-T483X5A,7
9-78441,7
9-71196,7
10-F12151,7
10-G441,7
9-67622,7
10-Y741,7
10-T8452XD,7
9-64764,7
9-V615,7
10-L97423,7
10-S42402B,7
9-23332,7
9-73302,7
10-L97212,7
9-73344,7
9-3831,7
10-S46911A,7
10-M84411A,7
10-M60062,7
10-S3991XA,7
10-D7831,7
10-K143,7
10-D1724,7
9-V4977,7
9-0049,7
10-T5192XA,7
10-Z558,7
10-S27391A,7
10-T85620A,7
10-Q270,7
10-M06041,7
10-C8408,7
10-S0532XA,7
10-S66320A,7
9-31231,7
10-B54,7
10-I25811,7
10-M5413,7
10-M60862,7
10-S92101B,7
10-O8603,7
10-S64497A,7
10-S66127A,7
10-O23591,7
10-S62625B,7
9-6950,7
10-C8208,7
10-M4850XD,7
10-C8583,7
10-C8219,7
10-C8352,7
9-V4369,7
10-H499,7
10-L02221,7
10-O9A211,7
10-T84127A,7
10-M2604,7
10-C8441,7
10-J9504,7
10-E113213,7
10-K51014,7
9-71689,7
10-T56892A,7
10-S46002A,7
9-05889,7
9-1459,7
10-L89522,7
10-F13230,7
10-E113313,7
9-35979,7
10-D8949,7
9-17379,7
9-2650,7
9-71180,7
10-S61219A,7
10-M86641,7
10-N909,7
10-T82857D,7
10-S334XXA,7
10-S42231A,7
9-7560,7
10-I69314,7
9-20194,7
10-S6721XA,7
10-C8283,7
9-71881,7
10-T83030A,7
10-W050XXD,7
9-V1911,7
10-V4702XA,7
10-O288,7
10-I83891,7
10-O4290,7
9-E9501,7
9-64614,7
10-M175,7
9-86412,7
10-C8409,7
10-I97648,7
9-32341,7
10-M794,7
9-99564,7
10-S32411A,7
10-I83019,7
10-T85614A,7
9-95209,7
9-28242,7
9-72767,7
10-F19229,7
9-2372,7
10-Z9189,7
10-Q514,7
10-H8302,7
10-S51801A,7
9-29544,7
10-N871,7
10-E5112,7
10-S43001A,7
10-O112,7
10-S93492A,7
9-V176,7
9-3532,7
10-S92222A,7
10-K380,7
10-F908,7
10-O43022,7
10-O10011,7
9-3638,7
10-M89771,7
10-T481X2A,7
10-O4453,7
9-86414,7
9-V155,7
9-86413,7
10-T8386XA,7
10-Q336,7
10-N822,7
10-S12300D,7
10-T84093A,7
10-S42232A,7
9-E9272,7
9-1731,7
10-T464X2A,7
10-S20419A,7
10-D8683,7
10-E1342,7
10-M6751,7
10-S0522XA,7
10-Q760,7
10-O4452,7
10-S62522A,7
9-81353,7
9-8795,7
9-E8189,7
10-I82723,7
10-M76892,7
9-48232,7
10-E103219,7
9-20032,7
10-G9601,7
10-V00831A,7
9-1642,7
10-T6594XA,7
10-F6389,7
10-S9781XA,7
9-44382,7
10-L290,7
9-9914,7
10-S86811A,7
9-71504,7
10-M4856XS,7
10-D398,7
9-72999,7
10-C7491,7
10-R402244,7
10-T17420A,7
10-Z91011,7
10-M13851,7
9-9108,7
9-6280,7
9-0498,7
10-S62614B,7
10-B000,7
10-L599,7
10-M00032,7
9-096,7
10-D809,7
10-M2352,7
10-Q408,7
9-36001,7
9-82390,7
9-83301,7
10-I82A21,7
9-1471,7
9-E9801,7
9-9132,7
10-S2611XA,7
9-29522,7
10-F17291,7
10-T512X2A,7
10-Q762,7
9-7063,7
10-M4140,7
9-7323,7
10-W900XXA,7
9-3862,7
10-L89110,7
10-Q079,7
10-D0221,7
10-S3981XA,7
9-8780,7
10-Z89619,7
9-5999,7
10-S82832C,7
9-87373,7
10-R29735,7
9-V8289,7
10-L89811,7
10-S06329A,7
10-H73893,7
10-M8088XS,7
10-D5913,7
10-S53105A,7
9-E9109,7
10-I6001,7
10-H18609,7
10-I83222,7
9-3006,7
9-83412,7
9-84219,7
10-L235,7
10-D4701,7
9-9733,7
10-S6722XA,7
9-74720,7
10-D699,7
9-V144,7
10-O9A112,7
9-83102,7
10-S62637B,7
10-S92324A,7
10-Y92048,7
10-L011,7
10-G7119,7
10-O411231,7
10-K601,7
9-6948,7
10-Z609,7
10-S37892A,7
10-H5022,7
9-38801,7
9-36859,7
10-H5200,7
9-65843,7
9-01123,7
10-S42295A,7
9-65683,7
10-O200,7
10-Z30433,7
10-F14121,7
10-Q758,7
10-M84462A,7
10-I82A22,7
10-G9612,7
10-J330,7
10-V4302XA,7
10-M00022,7
9-67513,7
10-H7090,7
10-C8440,7
10-B350,7
10-H353210,7
10-Y040XXD,7
10-K5649,7
10-M8949,7
10-L8945,7
9-64181,7
10-S82251C,7
9-25631,7
10-S0180XA,7
10-S36420A,7
10-C8291,7
10-Q7131,7
10-M7051,7
10-M76891,7
10-T452X6A,7
9-94321,7
10-Y93A1,7
10-S32028D,7
9-80844,7
9-07889,7
10-S35511A,7
9-2110,7
9-V133,7
9-37840,7
9-72743,7
10-Z85020,7
9-66884,7
10-F14151,7
10-M71561,7
10-H5316,7
10-N83311,7
10-N454,7
10-S32111A,7
10-S92211A,7
9-90441,7
10-S14153S,7
10-K8081,7
9-V1369,7
10-F1119,7
10-S37818A,7
10-X088XXD,7
10-S56221A,7
10-M89752,7
10-S65511A,7
10-A529,7
10-V4762XA,7
10-O403XX2,7
9-52802,7
9-53087,7
9-0780,7
10-O9A12,7
10-Y92815,7
10-W294XXA,7
9-75322,7
9-32702,7
9-90241,7
10-O24425,7
10-L89221,7
10-S3632XA,7
9-28659,7
9-9954,7
9-20936,7
10-H3531,7
9-80132,7
10-M868X2,7
9-9627,7
10-M4120,7
9-80603,7
10-N399,7
9-75471,7
9-38911,7
9-9152,7
10-C44622,7
10-S14105A,7
10-H119,7
9-3779,7
10-M12812,7
10-S67192A,7
9-20960,7
10-J949,7
10-S92241A,7
10-M2428,7
10-S02102A,7
10-D060,6
10-T43022A,6
10-M25332,6
10-Z373,6
10-C9160,6
9-74330,6
10-M5382,6
10-H01004,6
10-T33822A,6
10-E1101,6
10-M458,6
10-S6431XA,6
10-S0003XD,6
10-Z87718,6
10-M00042,6
10-T33821A,6
10-A546,6
9-64934,6
10-N99511,6
10-F40232,6
9-5812,6
10-M3322,6
10-M84652A,6
10-S60572A,6
10-D3910,6
10-T394X6A,6
10-W182XXD,6
9-95893,6
10-O468X2,6
10-L293,6
10-C9301,6
10-W3089XA,6
10-T510X4A,6
10-I70421,6
10-S2002XA,6
10-M12811,6
10-S8012XD,6
9-65643,6
10-O88211,6
10-N942,6
10-L89523,6
10-T881XXA,6
10-S62102A,6
10-Z89521,6
9-30270,6
10-T84611A,6
10-F13229,6
9-73393,6
9-78937,6
9-V8749,6
10-S82142C,6
10-T543X1A,6
10-S63094A,6
10-M71022,6
10-M3312,6
9-71532,6
9-99772,6
9-81318,6
10-T17898A,6
9-64213,6
10-Z62898,6
9-17371,6
10-C44229,6
9-82534,6
9-80123,6
9-64252,6
10-K51814,6
10-G245,6
10-Y748,6
9-3538,6
10-I82429,6
10-Z89011,6
9-4565,6
10-H50111,6
10-D432,6
10-S14107S,6
10-W11XXXS,6
9-62931,6
10-Z1811,6
10-Z594,6
10-C4650,6
10-S0240CD,6
9-80036,6
10-S129XXS,6
9-V1045,6
10-Q225,6
10-S62634B,6
10-S42391A,6
10-S82191A,6
9-9163,6
10-L0102,6
10-E11349,6
10-Z9885,6
9-E8179,6
10-M7672,6
9-81382,6
9-20215,6
9-E8126,6
9-0311,6
9-37160,6
10-M06841,6
9-17382,6
10-O30132,6
10-T438X5A,6
10-D5521,6
10-R41844,6
9-30113,6
10-I63523,6
9-9145,6
10-M2341,6
10-S42002D,6
10-M06862,6
10-H5460,6
10-I670,6
9-3081,6
10-D3132,6
9-3452,6
10-S3091XA,6
9-17322,6
10-O99340,6
9-5982,6
10-Q100,6
9-62920,6
9-2233,6
10-S83104A,6
9-5830,6
9-9228,6
10-S300XXD,6
10-M8448XG,6
10-T79A9XA,6
10-R29736,6
10-M25712,6
10-A078,6
10-W2103XA,6
10-O3463,6
9-6288,6
10-L590,6
10-D174,6
9-9648,6
9-3581,6
10-I83212,6
10-S22079D,6
10-S24154A,6
10-F6812,6
9-65823,6
10-L89226,6
10-M808AXA,6
9-07983,6
9-67153,6
10-H40219,6
10-I97631,6
10-S99811A,6
9-73397,6
10-G218,6
10-S46812A,6
9-36841,6
10-M357,6
10-H8123,6
10-C8235,6
9-66934,6
9-V5301,6
9-9074,6
10-Q0701,6
9-69515,6
9-9858,6
10-R87810,6
9-1638,6
10-M84352A,6
9-81610,6
10-T43021A,6
10-V293XXA,6
9-9142,6
9-V6106,6
10-M21921,6
10-A609,6
10-S61052A,6
10-J0411,6
9-95914,6
9-71840,6
9-23772,6
10-S52371A,6
10-C319,6
10-L7681,6
10-E895,6
9-E9343,6
9-64211,6
10-O411232,6
9-3308,6
10-D89839,6
10-M47893,6
10-M1811,6
9-94204,6
9-3502,6
10-M2240,6
10-C9220,6
10-B303,6
9-V717,6
10-L89303,6
9-56402,6
10-Y752,6
9-83209,6
10-M62422,6
10-S14159S,6
10-M3210,6
9-66441,6
9-34211,6
10-D824,6
10-S71101A,6
10-B9719,6
10-T443X2A,6
10-M4015,6
10-M2201,6
9-6908,6
10-S52351A,6
9-00800,6
10-Q240,6
10-S68122A,6
10-S06320A,6
10-S72352B,6
10-S82141B,6
10-O2652,6
10-S83521A,6
10-F605,6
10-S069X5S,6
9-7094,6
10-F13232,6
10-R771,6
10-N144,6
10-S63025A,6
10-S82891B,6
9-71789,6
10-S42144A,6
9-65471,6
9-86800,6
10-M2061,6
10-G4750,6
9-3344,6
10-E851,6
10-C8110,6
9-94526,6
10-I70491,6
9-E8669,6
10-K31A0,6
10-M24012,6
10-T41291A,6
9-74731,6
10-M85859,6
9-27489,6
10-T84498A,6
9-74722,6
9-2553,6
10-S42212D,6
9-64944,6
9-20038,6
10-M85871,6
9-37220,6
10-S81002A,6
10-S92351D,6
10-R895,6
9-75451,6
10-S00431A,6
9-V712,6
10-M21861,6
10-M60031,6
10-G8331,6
9-E9888,6
10-A028,6
9-24950,6
10-M21619,6
10-C040,6
9-9500,6
10-N2886,6
10-G1223,6
10-H00034,6
9-V5427,6
10-S61233A,6
9-E8200,6
9-2712,6
9-0846,6
9-20211,6
9-20212,6
9-6282,6
10-S37061A,6
10-D0510,6
10-M10042,6
10-B9622,6
9-87269,6
10-T8361XA,6
9-7482,6
9-82529,6
9-20205,6
10-S40819A,6
9-V9011,6
10-F19931,6
10-K850,6
10-S90121A,6
9-71904,6
10-S3021XA,6
10-S8261XK,6
10-H5581,6
10-A029,6
10-X990XXA,6
10-Z59811,6
10-S61402A,6
10-O670,6
10-S00411A,6
10-O402XX1,6
9-86603,6
9-6803,6
10-S20221A,6
9-9062,6
10-S27813A,6
10-E329,6
10-J312,6
10-T82390A,6
10-S42202K,6
10-I70322,6
10-O704,6
9-9106,6
9-2865,6
9-79981,6
10-S82302K,6
9-2104,6
9-03285,6
10-H1031,6
10-F12229,6
9-3249,6
10-S92002D,6
10-G509,6
9-71912,6
10-S82871D,6
10-S72391A,6
10-R402111,6
10-G4763,6
9-65511,6
10-M00821,6
10-M23207,6
10-S20222A,6
9-1717,6
10-T512X1A,6
10-G528,6
9-1704,6
10-D1621,6
9-67131,6
10-M0579,6
10-S42322A,6
10-H938X2,6
9-9038,6
10-M40299,6
10-S62326A,6
10-M86471,6
10-D57419,6
10-S32009D,6
9-E9681,6
10-K253,6
10-C8191,6
9-7899,6
10-I69228,6
10-M7632,6
9-73013,6
10-E7841,6
10-L440,6
10-N941,6
10-M02362,6
9-1599,6
10-L24A2,6
10-Z6790,6
10-G96191,6
10-M0580,6
9-8745,6
9-20013,6
10-Q774,6
10-L8944,6
9-75160,6
10-S52272B,6
10-N045,6
10-N025,6
10-Z83511,6
10-S22059D,6
10-C9151,6
9-86353,6
10-M21162,6
9-2218,6
10-I69244,6
10-T85624A,6
10-Z5689,6
10-S82002B,6
9-79381,6
10-O695XX0,6
10-R894,6
10-T84042A,6
9-80124,6
10-M24521,6
10-C44619,6
10-O3442,6
10-S7012XD,6
10-T800XXA,6
10-D334,6
9-6029,6
9-42742,6
10-N2881,6
10-S42192A,6
9-81383,6
9-79674,6
9-72632,6
10-L0291,6
10-K7111,6
10-T504X6A,6
10-D169,6
10-S82101B,6
10-M303,6
9-9079,6
10-V899XXA,6
10-H9012,6
10-H90A31,6
9-64612,6
10-Z0471,6
10-S3720XA,6
10-F10132,6
10-L741,6
10-E778,6
10-O4402,6
10-Q798,6
10-O24430,6
10-M0520,6
9-41070,6
10-S42422A,6
10-W172XXA,6
10-O1204,6
9-64224,6
9-1728,6
10-C459,6
9-71186,6
9-36189,6
10-T84060A,6
10-S21212A,6
10-N490,6
10-C8315,6
10-S30814A,6
10-F16959,6
10-Y0701,6
10-T84196A,6
10-H70001,6
10-S76111D,6
10-O6023X0,6
10-G547,6
10-M79A12,6
10-S838X1A,6
10-I899,6
9-1703,6
9-V4039,6
10-E048,6
10-M84454D,6
10-T39392A,6
9-2598,6
10-L97218,6
9-22800,6
10-H2512,6
10-I82551,6
10-F1999,6
10-H47011,6
10-S92251B,6
10-S81802D,6
10-B2799,6
9-85209,6
10-S82421A,6
10-M88852,6
10-K4021,6
10-H4749,6
10-S42222A,6
10-I228,6
10-K08539,6
10-M3321,6
10-M4682,6
10-M9731XA,6
10-H18519,6
10-T81711A,6
10-Y9384,6
10-T86892,6
10-S67195A,6
9-E9065,6
10-S67193A,6
9-3629,6
10-S62620B,6
9-1102,6
10-C688,6
10-H53142,6
9-75610,6
9-42299,6
10-V8652XA,6
10-J09X3,6
10-C8258,6
10-M06042,6
10-R41841,6
10-T83420A,6
9-9472,6
10-Z87441,6
10-K51914,6
9-V093,6
10-O8604,6
9-2529,6
10-R934,6
9-63471,6
10-O1422,6
10-S0231XD,6
9-32089,6
10-T8600,6
10-S67194A,6
10-K256,6
10-M84521D,6
10-H179,6
9-1750,6
10-T84052A,6
10-Z83438,6
10-D447,6
10-B010,6
10-Y92148,6
10-T8602,6
10-T83719A,6
10-G8110,6
10-Z7141,6
10-R499,6
10-S82102B,6
10-S67191A,6
9-2451,6
10-S2609XA,6
9-502,6
9-28953,6
9-V4363,6
9-67123,6
10-Q442,6
9-67322,6
10-S06310A,6
10-Z640,6
9-64393,6
10-V00841A,6
10-C6211,6
10-E8849,6
10-T400X1A,6
10-G5760,6
10-J4552,6
10-K51913,6
10-S72051A,6
10-Y9263,6
10-L530,6
9-75559,6
10-M4314,6
9-20963,6
10-M4844XA,6
10-Z736,6
10-S91002A,6
9-6232,6
9-71892,6
10-S63095A,6
10-H25013,6
10-R10817,6
10-W541XXA,6
10-M948X8,6
10-T43615A,6
10-M60001,6
10-M10032,6
9-17321,6
9-1648,6
10-Y0759,6
9-267,6
9-64624,6
9-66574,6
9-01195,6
10-S68615A,6
10-Q8503,6
10-M25372,6
10-T43624A,6
10-K9402,6
9-80320,6
9-64223,6
10-M4652,6
10-W108XXD,6
10-S130XXA,6
10-S060X9S,6
10-W460XXA,6
10-S42422B,6
10-S42401B,6
10-S5421XA,6
9-85106,6
10-E71312,6
10-Z758,6
9-99670,6
10-S20411A,6
10-S42024A,6
9-3521,6
10-S42025A,6
10-F14159,6
9-17330,6
10-M169,6
10-V199XXS,6
10-M7660,6
9-7420,6
9-74742,6
9-71681,6
10-X80XXXD,6
10-M7710,6
10-D613,6
10-T691XXA,6
9-E9294,6
9-34611,6
9-2703,6
10-S42034A,6
10-M5105,6
9-01500,6
10-H1010,6
9-86222,6
10-V0900XA,6
10-M958,6
10-S34102A,6
9-V1549,6
10-N804,6
10-K313,6
10-O26831,6
10-R29734,6
9-83109,6
10-M9905,6
9-V9100,6
10-R10812,6
9-96971,6
9-797,6
10-C9302,6
10-I220,6
10-T48295A,6
10-L97415,6
9-36361,6
10-S82422A,6
10-S22040A,6
9-1922,6
10-T361X5D,6
10-C8100,6
10-T84110A,6
10-T502X2A,6
10-M172,6
10-K634,6
10-L97121,6
10-V486XXA,6
10-T403X6A,6
10-M25351,6
10-M340,6
9-4449,6
9-69514,6
9-72931,6
10-F8181,6
9-36572,6
9-986,6
10-I82711,6
10-S52601B,6
10-D434,6
10-D3617,6
10-D3614,6
9-73675,6
9-7889,6
9-66511,6
10-I70411,6
10-K620,6
10-T368X5D,6
10-L89020,6
10-L253,6
10-H8090,6
10-O2651,6
9-99524,6
10-Z7252,6
9-2120,6
9-0360,6
9-44581,6
10-S72101A,6
10-S91114A,6
10-S93421A,6
9-4789,6
10-S3339XA,6
10-S82842D,6
10-O0889,6
10-M87251,6
9-05371,6
10-G40803,6
9-63512,6
10-O468X3,6
9-37489,6
10-H3402,6
9-E8231,6
10-M898X2,6
9-9392,6
10-I70299,6
10-G129,6
9-37410,6
10-E1049,6
10-M65042,6
10-S8412XA,6
10-M00252,6
9-E9250,6
10-S42115A,6
9-69272,6
10-S065X8A,6
9-V274,6
10-H4389,6
10-S31819A,6
10-M86461,6
9-36254,6
9-80171,6
10-H15009,6
10-H5122,6
10-S62324A,6
10-S22009A,6
9-9555,6
9-29020,6
10-M65831,6
10-S83421A,6
9-V8404,6
10-S5411XA,6
10-Q688,6
10-Y92520,6
9-2191,6
9-9156,6
10-Z48810,6
10-Q318,6
10-G6182,6
10-T484X2A,6
10-H34819,6
10-H53141,6
10-I69131,6
10-M3501,6
10-L102,6
10-S62307A,6
9-9600,6
10-N6009,6
10-F40231,6
10-A491,6
10-S4982XA,6
10-H00011,6
9-86113,6
