icd_block,proc_block,n_hadm,proc_desc
I24,02H,4,"Heart and Great Vessels, Insertion"
I24,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I24,0JH,3,"Subcutaneous Tissue and Fascia, Insertion"
I24,4A0,3,"Measurement and Monitoring, Physiological Systems, Measurement"
I24,B21,3,"Imaging, Heart, Fluoroscopy"
I24,0DB,2,"Gastrointestinal System, Excision"
I24,0DJ,2,"Gastrointestinal System, Inspection"
I25,5A1,178,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I25,B21,124,"Imaging, Heart, Fluoroscopy"
I25,02H,104,"Heart and Great Vessels, Insertion"
I25,021,82,"Heart and Great Vessels, Bypass"
I25,3E0,77,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I25,4A0,73,"Measurement and Monitoring, Physiological Systems, Measurement"
I25,06B,64,"Lower Veins, Excision"
I25,027,61,"Heart and Great Vessels, Dilation"
I25,0W9,53,"Anatomical Regions, General, Drainage"
I25,0DJ,40,"Gastrointestinal System, Inspection"
I26,3E0,13,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I26,02H,12,"Heart and Great Vessels, Insertion"
I26,0BH,5,"Respiratory System, Insertion"
I26,5A1,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I26,0W9,4,"Anatomical Regions, General, Drainage"
I26,06H,3,"Lower Veins, Insertion"
I26,0DB,2,"Gastrointestinal System, Excision"
I26,0FB,2,"Hepatobiliary System and Pancreas, Excision"
I26,0JH,2,"Subcutaneous Tissue and Fascia, Insertion"
I26,0QS,2,"Lower Bones, Reposition"
I27,5A1,41,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I27,02H,40,"Heart and Great Vessels, Insertion"
I27,4A0,29,"Measurement and Monitoring, Physiological Systems, Measurement"
I27,3E0,21,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I27,0BH,17,"Respiratory System, Insertion"
I27,B21,16,"Imaging, Heart, Fluoroscopy"
I27,0DJ,14,"Gastrointestinal System, Inspection"
I27,02R,11,"Heart and Great Vessels, Replacement"
I27,0JH,11,"Subcutaneous Tissue and Fascia, Insertion"
I27,0DB,9,"Gastrointestinal System, Excision"
I28,0BB,2,"Respiratory System, Excision"
I28,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I28,009,1,"Central Nervous System and Cranial Nerves, Drainage"
I28,0B9,1,"Respiratory System, Drainage"
I28,0BH,1,"Respiratory System, Insertion"
I28,0W9,1,"Anatomical Regions, General, Drainage"
I28,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I30,0W9,2,"Anatomical Regions, General, Drainage"
I30,01B,1,"Peripheral Nervous System, Excision"
I30,025,1,"Heart and Great Vessels, Destruction"
I30,02H,1,"Heart and Great Vessels, Insertion"
I30,02U,1,"Heart and Great Vessels, Supplement"
I30,037,1,"Upper Arteries, Dilation"
I30,057,1,"Upper Veins, Dilation"
I30,07B,1,"Lymphatic and Hemic Systems, Excision"
I30,0BB,1,"Respiratory System, Excision"
I30,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
I31,0W9,15,"Anatomical Regions, General, Drainage"
I31,5A1,15,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I31,02H,10,"Heart and Great Vessels, Insertion"
I31,021,5,"Heart and Great Vessels, Bypass"
I31,0BH,5,"Respiratory System, Insertion"
I31,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I31,02R,4,"Heart and Great Vessels, Replacement"
I31,06B,4,"Lower Veins, Excision"
I31,B21,3,"Imaging, Heart, Fluoroscopy"
I31,025,2,"Heart and Great Vessels, Destruction"
I32,0W9,2,"Anatomical Regions, General, Drainage"
I32,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I32,02H,1,"Heart and Great Vessels, Insertion"
I32,0HB,1,"Skin and Breast, Excision"
I32,0T2,1,"Urinary System, Change"
I33,02H,9,"Heart and Great Vessels, Insertion"
I33,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I33,0R9,3,"Upper Joints, Drainage"
I33,0W9,3,"Anatomical Regions, General, Drainage"
I33,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I33,02R,2,"Heart and Great Vessels, Replacement"
I33,02U,2,"Heart and Great Vessels, Supplement"
I33,B21,2,"Imaging, Heart, Fluoroscopy"
I33,02P,1,"Heart and Great Vessels, Removal"
I33,0BH,1,"Respiratory System, Insertion"
I34,5A1,27,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I34,02H,20,"Heart and Great Vessels, Insertion"
I34,B21,20,"Imaging, Heart, Fluoroscopy"
I34,4A0,19,"Measurement and Monitoring, Physiological Systems, Measurement"
I34,021,11,"Heart and Great Vessels, Bypass"
I34,02U,10,"Heart and Great Vessels, Supplement"
I34,06B,9,"Lower Veins, Excision"
I34,02R,8,"Heart and Great Vessels, Replacement"
I34,02B,7,"Heart and Great Vessels, Excision"
I34,5A2,7,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I35,5A1,32,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I35,02R,30,"Heart and Great Vessels, Replacement"
I35,02H,14,"Heart and Great Vessels, Insertion"
I35,B21,13,"Imaging, Heart, Fluoroscopy"
I35,021,11,"Heart and Great Vessels, Bypass"
I35,06B,9,"Lower Veins, Excision"
I35,4A0,7,"Measurement and Monitoring, Physiological Systems, Measurement"
I35,3E0,6,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I35,0BH,5,"Respiratory System, Insertion"
I35,0JH,5,"Subcutaneous Tissue and Fascia, Insertion"
I36,4A0,2,"Measurement and Monitoring, Physiological Systems, Measurement"
I36,02H,1,"Heart and Great Vessels, Insertion"
I36,02U,1,"Heart and Great Vessels, Supplement"
I36,4A1,1,"Measurement and Monitoring, Physiological Systems, Monitoring"
I36,5A2,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I37,02H,1,"Heart and Great Vessels, Insertion"
I37,4A1,1,"Measurement and Monitoring, Physiological Systems, Monitoring"
I38,02H,5,"Heart and Great Vessels, Insertion"
I38,0DJ,2,"Gastrointestinal System, Inspection"
I38,0PB,1,"Upper Bones, Excision"
I38,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I42,B21,20,"Imaging, Heart, Fluoroscopy"
I42,02H,19,"Heart and Great Vessels, Insertion"
I42,4A0,17,"Measurement and Monitoring, Physiological Systems, Measurement"
I42,5A1,15,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I42,02R,9,"Heart and Great Vessels, Replacement"
I42,027,6,"Heart and Great Vessels, Dilation"
I42,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I42,5A2,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I42,021,4,"Heart and Great Vessels, Bypass"
I42,025,4,"Heart and Great Vessels, Destruction"
I43,02H,1,"Heart and Great Vessels, Insertion"
I43,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
I43,4A0,1,"Measurement and Monitoring, Physiological Systems, Measurement"
I43,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I44,02H,26,"Heart and Great Vessels, Insertion"
I44,5A1,22,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I44,0JH,18,"Subcutaneous Tissue and Fascia, Insertion"
I44,B21,13,"Imaging, Heart, Fluoroscopy"
I44,0W9,7,"Anatomical Regions, General, Drainage"
I44,4A0,7,"Measurement and Monitoring, Physiological Systems, Measurement"
I44,02R,6,"Heart and Great Vessels, Replacement"
I44,021,5,"Heart and Great Vessels, Bypass"
I44,0DJ,5,"Gastrointestinal System, Inspection"
I44,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I45,02H,17,"Heart and Great Vessels, Insertion"
I45,5A1,15,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I45,0JH,7,"Subcutaneous Tissue and Fascia, Insertion"
I45,3E0,7,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I45,B21,5,"Imaging, Heart, Fluoroscopy"
I45,009,4,"Central Nervous System and Cranial Nerves, Drainage"
I45,0BH,4,"Respiratory System, Insertion"
I45,0DB,3,"Gastrointestinal System, Excision"
I45,0W9,3,"Anatomical Regions, General, Drainage"
I45,302,3,"Administration, Circulatory, Transfusion"
I46,5A1,12,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I46,02H,7,"Heart and Great Vessels, Insertion"
I46,5A2,6,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I46,0BH,4,"Respiratory System, Insertion"
I46,027,3,"Heart and Great Vessels, Dilation"
I46,0JH,3,"Subcutaneous Tissue and Fascia, Insertion"
I46,B21,3,"Imaging, Heart, Fluoroscopy"
I46,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I46,4A0,2,"Measurement and Monitoring, Physiological Systems, Measurement"
I46,00C,1,"Central Nervous System and Cranial Nerves, Extirpation"
I47,02H,46,"Heart and Great Vessels, Insertion"
I47,5A1,37,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I47,3E0,24,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I47,4A0,16,"Measurement and Monitoring, Physiological Systems, Measurement"
I47,B21,16,"Imaging, Heart, Fluoroscopy"
I47,0BH,14,"Respiratory System, Insertion"
I47,0W9,14,"Anatomical Regions, General, Drainage"
I47,5A2,14,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I47,0DB,12,"Gastrointestinal System, Excision"
I47,0JH,12,"Subcutaneous Tissue and Fascia, Insertion"
I48,5A1,149,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I48,02H,136,"Heart and Great Vessels, Insertion"
I48,3E0,90,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I48,0W9,50,"Anatomical Regions, General, Drainage"
I48,0BH,47,"Respiratory System, Insertion"
I48,B21,43,"Imaging, Heart, Fluoroscopy"
I48,4A0,41,"Measurement and Monitoring, Physiological Systems, Measurement"
I48,02R,37,"Heart and Great Vessels, Replacement"
I48,0DJ,34,"Gastrointestinal System, Inspection"
I48,5A2,32,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I49,5A1,20,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I49,02H,11,"Heart and Great Vessels, Insertion"
I49,B21,10,"Imaging, Heart, Fluoroscopy"
I49,0JH,8,"Subcutaneous Tissue and Fascia, Insertion"
I49,021,6,"Heart and Great Vessels, Bypass"
I49,3E0,6,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I49,06B,5,"Lower Veins, Excision"
I49,5A2,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I49,027,4,"Heart and Great Vessels, Dilation"
I49,02R,4,"Heart and Great Vessels, Replacement"
I50,5A1,146,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I50,02H,137,"Heart and Great Vessels, Insertion"
I50,B21,75,"Imaging, Heart, Fluoroscopy"
I50,4A0,72,"Measurement and Monitoring, Physiological Systems, Measurement"
I50,3E0,69,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I50,0BH,48,"Respiratory System, Insertion"
I50,0DJ,41,"Gastrointestinal System, Inspection"
I50,0W9,41,"Anatomical Regions, General, Drainage"
I50,02R,28,"Heart and Great Vessels, Replacement"
I50,0DB,26,"Gastrointestinal System, Excision"
I51,5A1,13,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I51,3E0,10,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I51,02H,8,"Heart and Great Vessels, Insertion"
I51,0BH,7,"Respiratory System, Insertion"
I51,B21,6,"Imaging, Heart, Fluoroscopy"
I51,4A0,5,"Measurement and Monitoring, Physiological Systems, Measurement"
I51,0DJ,4,"Gastrointestinal System, Inspection"
I51,02B,3,"Heart and Great Vessels, Excision"
I51,02R,3,"Heart and Great Vessels, Replacement"
I51,02U,3,"Heart and Great Vessels, Supplement"
I60,02H,4,"Heart and Great Vessels, Insertion"
I60,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I60,0BH,3,"Respiratory System, Insertion"
I60,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I60,00U,2,"Central Nervous System and Cranial Nerves, Supplement"
I60,0DH,2,"Gastrointestinal System, Insertion"
I60,B31,2,"Imaging, Upper Arteries, Fluoroscopy"
I60,001,1,"Central Nervous System and Cranial Nerves, Bypass"
I60,009,1,"Central Nervous System and Cranial Nerves, Drainage"
I60,00N,1,"Central Nervous System and Cranial Nerves, Release"
I61,3E0,12,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I61,5A1,11,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I61,02H,8,"Heart and Great Vessels, Insertion"
I61,0BH,8,"Respiratory System, Insertion"
I61,0DH,4,"Gastrointestinal System, Insertion"
I61,009,3,"Central Nervous System and Cranial Nerves, Drainage"
I61,00U,2,"Central Nervous System and Cranial Nerves, Supplement"
I61,03C,2,"Upper Arteries, Extirpation"
I61,0B1,2,"Respiratory System, Bypass"
I61,B31,2,"Imaging, Upper Arteries, Fluoroscopy"
I62,009,2,"Central Nervous System and Cranial Nerves, Drainage"
I62,00C,2,"Central Nervous System and Cranial Nerves, Extirpation"
I62,02H,2,"Heart and Great Vessels, Insertion"
I62,0JB,2,"Subcutaneous Tissue and Fascia, Excision"
I62,00N,1,"Central Nervous System and Cranial Nerves, Release"
I62,00U,1,"Central Nervous System and Cranial Nerves, Supplement"
I62,021,1,"Heart and Great Vessels, Bypass"
I62,027,1,"Heart and Great Vessels, Dilation"
I62,02P,1,"Heart and Great Vessels, Removal"
I62,02R,1,"Heart and Great Vessels, Replacement"
I63,3E0,24,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I63,5A1,23,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I63,0BH,16,"Respiratory System, Insertion"
I63,02H,14,"Heart and Great Vessels, Insertion"
I63,03C,10,"Upper Arteries, Extirpation"
I63,009,6,"Central Nervous System and Cranial Nerves, Drainage"
I63,0DH,6,"Gastrointestinal System, Insertion"
I63,0B9,5,"Respiratory System, Drainage"
I63,0W9,4,"Anatomical Regions, General, Drainage"
I63,0DB,3,"Gastrointestinal System, Excision"
I65,037,5,"Upper Arteries, Dilation"
I65,03C,5,"Upper Arteries, Extirpation"
I65,03U,4,"Upper Arteries, Supplement"
I65,021,2,"Heart and Great Vessels, Bypass"
I65,5A1,2,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I65,009,1,"Central Nervous System and Cranial Nerves, Drainage"
I65,00B,1,"Central Nervous System and Cranial Nerves, Excision"
I65,027,1,"Heart and Great Vessels, Dilation"
I65,02H,1,"Heart and Great Vessels, Insertion"
I65,02R,1,"Heart and Great Vessels, Replacement"
I66,03C,1,"Upper Arteries, Extirpation"
I66,03L,1,"Upper Arteries, Occlusion"
I67,03V,10,"Upper Arteries, Restriction"
I67,5A1,6,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I67,009,4,"Central Nervous System and Cranial Nerves, Drainage"
I67,03L,4,"Upper Arteries, Occlusion"
I67,3E0,4,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I67,0BH,3,"Respiratory System, Insertion"
I67,02H,2,"Heart and Great Vessels, Insertion"
I67,0DH,2,"Gastrointestinal System, Insertion"
I67,0W9,2,"Anatomical Regions, General, Drainage"
I67,B31,2,"Imaging, Upper Arteries, Fluoroscopy"
I68,02H,1,"Heart and Great Vessels, Insertion"
I68,0HQ,1,"Skin and Breast, Repair"
I68,3E0,1,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I68,HZ2,1,"Substance Abuse Treatment, Detoxification Services"
I69,3E0,24,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I69,5A1,23,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I69,02H,18,"Heart and Great Vessels, Insertion"
I69,0BH,8,"Respiratory System, Insertion"
I69,0DJ,7,"Gastrointestinal System, Inspection"
I69,021,5,"Heart and Great Vessels, Bypass"
I69,06B,5,"Lower Veins, Excision"
I69,B21,5,"Imaging, Heart, Fluoroscopy"
I69,009,4,"Central Nervous System and Cranial Nerves, Drainage"
I69,0B9,4,"Respiratory System, Drainage"
I70,B41,18,"Imaging, Lower Arteries, Fluoroscopy"
I70,047,17,"Lower Arteries, Dilation"
I70,04C,14,"Lower Arteries, Extirpation"
I70,0Y6,13,"Anatomical Regions, Lower Extremities, Detachment"
I70,5A1,12,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I70,041,11,"Lower Arteries, Bypass"
I70,02H,9,"Heart and Great Vessels, Insertion"
I70,3E1,8,"Administration, Physiological Systems and Anatomical Regions, Irrigation"
I70,04U,6,"Lower Arteries, Supplement"
I70,06B,6,"Lower Veins, Excision"
I71,5A1,15,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I71,02H,12,"Heart and Great Vessels, Insertion"
I71,02R,8,"Heart and Great Vessels, Replacement"
I71,021,7,"Heart and Great Vessels, Bypass"
I71,3E0,7,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I71,0JH,6,"Subcutaneous Tissue and Fascia, Insertion"
I71,04V,5,"Lower Arteries, Restriction"
I71,06B,4,"Lower Veins, Excision"
I71,5A2,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I71,B21,4,"Imaging, Heart, Fluoroscopy"
I72,02H,6,"Heart and Great Vessels, Insertion"
I72,5A1,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I72,04V,4,"Lower Arteries, Restriction"
I72,0BH,4,"Respiratory System, Insertion"
I72,02R,2,"Heart and Great Vessels, Replacement"
I72,03V,2,"Upper Arteries, Restriction"
I72,041,2,"Lower Arteries, Bypass"
I72,047,2,"Lower Arteries, Dilation"
I72,04Q,2,"Lower Arteries, Repair"
I72,0JC,2,"Subcutaneous Tissue and Fascia, Extirpation"
I73,5A1,24,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I73,02H,22,"Heart and Great Vessels, Insertion"
I73,3E0,14,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I73,0W9,10,"Anatomical Regions, General, Drainage"
I73,0BH,9,"Respiratory System, Insertion"
I73,B21,8,"Imaging, Heart, Fluoroscopy"
I73,0DJ,7,"Gastrointestinal System, Inspection"
I73,0Y6,7,"Anatomical Regions, Lower Extremities, Detachment"
I73,021,6,"Heart and Great Vessels, Bypass"
I73,0DB,6,"Gastrointestinal System, Excision"
I74,04C,5,"Lower Arteries, Extirpation"
I74,3E0,5,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I74,02H,3,"Heart and Great Vessels, Insertion"
I74,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I74,04U,2,"Lower Arteries, Supplement"
I74,0DJ,2,"Gastrointestinal System, Inspection"
I74,0JH,2,"Subcutaneous Tissue and Fascia, Insertion"
I74,02P,1,"Heart and Great Vessels, Removal"
I74,02R,1,"Heart and Great Vessels, Replacement"
I74,047,1,"Lower Arteries, Dilation"
I76,02H,2,"Heart and Great Vessels, Insertion"
I76,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I76,0BH,1,"Respiratory System, Insertion"
I76,0R9,1,"Upper Joints, Drainage"
I76,0X9,1,"Anatomical Regions, Upper Extremities, Drainage"
I76,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I77,047,8,"Lower Arteries, Dilation"
I77,5A1,8,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I77,3E0,7,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I77,B41,7,"Imaging, Lower Arteries, Fluoroscopy"
I77,02H,6,"Heart and Great Vessels, Insertion"
I77,02R,5,"Heart and Great Vessels, Replacement"
I77,0BH,4,"Respiratory System, Insertion"
I77,4A0,4,"Measurement and Monitoring, Physiological Systems, Measurement"
I77,B21,4,"Imaging, Heart, Fluoroscopy"
I77,04C,3,"Lower Arteries, Extirpation"
I80,5A1,5,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I80,02H,4,"Heart and Great Vessels, Insertion"
I80,04L,2,"Lower Arteries, Occlusion"
I80,0BH,2,"Respiratory System, Insertion"
I80,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I80,009,1,"Central Nervous System and Cranial Nerves, Drainage"
I80,027,1,"Heart and Great Vessels, Dilation"
I80,02R,1,"Heart and Great Vessels, Replacement"
I80,04V,1,"Lower Arteries, Restriction"
I80,06L,1,"Lower Veins, Occlusion"
I81,0W9,14,"Anatomical Regions, General, Drainage"
I81,3E0,13,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I81,02H,10,"Heart and Great Vessels, Insertion"
I81,0FB,6,"Hepatobiliary System and Pancreas, Excision"
I81,0DB,5,"Gastrointestinal System, Excision"
I81,06L,3,"Lower Veins, Occlusion"
I81,0BH,3,"Respiratory System, Insertion"
I81,0DH,3,"Gastrointestinal System, Insertion"
I81,0DJ,3,"Gastrointestinal System, Inspection"
I81,5A1,3,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I82,02H,25,"Heart and Great Vessels, Insertion"
I82,3E0,24,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I82,5A1,18,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I82,0BH,11,"Respiratory System, Insertion"
I82,06H,10,"Lower Veins, Insertion"
I82,0W9,10,"Anatomical Regions, General, Drainage"
I82,0DB,6,"Gastrointestinal System, Excision"
I82,0DJ,6,"Gastrointestinal System, Inspection"
I82,0JH,5,"Subcutaneous Tissue and Fascia, Insertion"
I82,0FB,4,"Hepatobiliary System and Pancreas, Excision"
I83,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I83,00H,1,"Central Nervous System and Cranial Nerves, Insertion"
I83,02H,1,"Heart and Great Vessels, Insertion"
I83,02R,1,"Heart and Great Vessels, Replacement"
I83,02U,1,"Heart and Great Vessels, Supplement"
I83,06L,1,"Lower Veins, Occlusion"
I83,4A0,1,"Measurement and Monitoring, Physiological Systems, Measurement"
I83,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I83,B21,1,"Imaging, Heart, Fluoroscopy"
I85,0W9,25,"Anatomical Regions, General, Drainage"
I85,0DJ,16,"Gastrointestinal System, Inspection"
I85,3E0,14,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I85,02H,12,"Heart and Great Vessels, Insertion"
I85,5A1,8,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I85,06L,7,"Lower Veins, Occlusion"
I85,0BH,6,"Respiratory System, Insertion"
I85,0DB,3,"Gastrointestinal System, Excision"
I85,0DH,3,"Gastrointestinal System, Insertion"
I85,4A1,3,"Measurement and Monitoring, Physiological Systems, Monitoring"
I86,0DJ,3,"Gastrointestinal System, Inspection"
I86,02H,2,"Heart and Great Vessels, Insertion"
I86,061,2,"Lower Veins, Bypass"
I86,06L,2,"Lower Veins, Occlusion"
I86,0W9,2,"Anatomical Regions, General, Drainage"
I86,3E0,2,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I86,067,1,Excision of thyroglossal duct or tract
I86,06C,1,"Lower Veins, Extirpation"
I86,06H,1,"Lower Veins, Insertion"
I86,06P,1,"Lower Veins, Removal"
I87,02H,10,"Heart and Great Vessels, Insertion"
I87,5A1,9,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I87,0DB,4,"Gastrointestinal System, Excision"
I87,0JB,3,"Subcutaneous Tissue and Fascia, Excision"
I87,3E0,3,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I87,021,2,"Heart and Great Vessels, Bypass"
I87,05H,2,"Upper Veins, Insertion"
I87,0BH,2,"Respiratory System, Insertion"
I87,0DJ,2,"Gastrointestinal System, Inspection"
I87,0F7,2,"Hepatobiliary System and Pancreas, Dilation"
I88,0DB,1,"Gastrointestinal System, Excision"
I89,0W9,2,"Anatomical Regions, General, Drainage"
I89,B54,2,"Imaging, Veins, Ultrasonography"
I89,02H,1,"Heart and Great Vessels, Insertion"
I89,02P,1,"Heart and Great Vessels, Removal"
I89,05H,1,"Upper Veins, Insertion"
I89,0BB,1,"Respiratory System, Excision"
I89,0J9,1,"Subcutaneous Tissue and Fascia, Drainage"
I89,0JH,1,"Subcutaneous Tissue and Fascia, Insertion"
I89,0KB,1,"Muscles, Excision"
I89,0QB,1,"Lower Bones, Excision"
I95,5A1,95,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I95,02H,56,"Heart and Great Vessels, Insertion"
I95,3E0,46,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I95,021,31,"Heart and Great Vessels, Bypass"
I95,B21,29,"Imaging, Heart, Fluoroscopy"
I95,06B,23,"Lower Veins, Excision"
I95,0BH,23,"Respiratory System, Insertion"
I95,0W9,22,"Anatomical Regions, General, Drainage"
I95,0SR,18,"Lower Joints, Replacement"
I95,0DJ,17,"Gastrointestinal System, Inspection"
I96,0Y6,5,"Anatomical Regions, Lower Extremities, Detachment"
I96,02H,4,"Heart and Great Vessels, Insertion"
I96,5A1,4,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I96,0J9,2,"Subcutaneous Tissue and Fascia, Drainage"
I96,0JB,2,"Subcutaneous Tissue and Fascia, Excision"
I96,0LB,2,"Tendons, Excision"
I96,0QB,2,"Lower Bones, Excision"
I96,B41,2,"Imaging, Lower Arteries, Fluoroscopy"
I96,047,1,"Lower Arteries, Dilation"
I96,04C,1,"Lower Arteries, Extirpation"
I97,5A1,35,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
I97,02H,17,"Heart and Great Vessels, Insertion"
I97,02R,16,"Heart and Great Vessels, Replacement"
I97,B21,14,"Imaging, Heart, Fluoroscopy"
I97,021,13,"Heart and Great Vessels, Bypass"
I97,0BH,10,"Respiratory System, Insertion"
I97,3E0,10,"Administration, Physiological Systems and Anatomical Regions, Introduction"
I97,06B,9,"Lower Veins, Excision"
I97,0W9,8,"Anatomical Regions, General, Drainage"
I97,5A2,8,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Restoration"
I99,041,1,"Lower Arteries, Bypass"
I99,04C,1,"Lower Arteries, Extirpation"
I99,06B,1,"Lower Veins, Excision"
I99,0Y6,1,"Anatomical Regions, Lower Extremities, Detachment"
I99,B41,1,"Imaging, Lower Arteries, Fluoroscopy"
J01,0B9,1,"Respiratory System, Drainage"
J01,0CD,1,"Mouth and Throat, Extraction"
J01,0J9,1,"Subcutaneous Tissue and Fascia, Drainage"
J02,009,2,"Central Nervous System and Cranial Nerves, Drainage"
J03,02H,1,"Heart and Great Vessels, Insertion"
J03,07D,1,"Lymphatic and Hemic Systems, Extraction"
J03,302,1,"Administration, Circulatory, Transfusion"
J04,0BJ,2,"Respiratory System, Inspection"
J04,02H,1,"Heart and Great Vessels, Insertion"
J04,0B2,1,"Respiratory System, Change"
J04,0B9,1,"Respiratory System, Drainage"
J04,0BC,1,"Respiratory System, Extirpation"
J04,0CJ,1,"Mouth and Throat, Inspection"
J04,5A1,1,"Extracorporeal or Systemic Assistance and Performance, Physiological Systems, Performance"
J06,07D,1,"Lymphatic and Hemic Systems, Extraction"
J06,0QS,1,"Lower Bones, Reposition"
