block,icd_code,n_hadm,long_title
0RG,0RG60A0,1,"Fusion of Thoracic Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
0RG,0RG60AJ,1,"Fusion of Thoracic Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach"
0RG,0RG70A0,1,"Fusion of 2 to 7 Thoracic Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
0RG,0RG70JJ,1,"Fusion of 2 to 7 Thoracic Vertebral Joints with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach"
0RG,0RG70K1,1,"Fusion of 2 to 7 Thoracic Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
0RG,0RG80A1,1,"Fusion of 8 or more Thoracic Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach"
0RG,0RGW04Z,1,"Fusion of Right Finger Phalangeal Joint with Internal Fixation Device, Open Approach"
0RG,0RGW07Z,1,"Fusion of Right Finger Phalangeal Joint with Autologous Tissue Substitute, Open Approach"
0RG,0RGW0ZZ,1,"Fusion of Right Finger Phalangeal Joint, Open Approach"
0RH,0RH104Z,1,"Insertion of Internal Fixation Device into Cervical Vertebral Joint, Open Approach"
0RJ,0RJN3ZZ,1,"Inspection of Right Wrist Joint, Percutaneous Approach"
0RP,0RP604Z,1,"Removal of Internal Fixation Device from Thoracic Vertebral Joint, Open Approach"
0RP,0RPA04Z,1,"Removal of Internal Fixation Device from Thoracolumbar Vertebral Joint, Open Approach"
0RP,0RPK0JZ,1,"Removal of Synthetic Substitute from Left Shoulder Joint, Open Approach"
0RR,0RRK00Z,4,"Replacement of Left Shoulder Joint with Reverse Ball and Socket Synthetic Substitute, Open Approach"
0RR,0RRJ00Z,3,"Replacement of Right Shoulder Joint with Reverse Ball and Socket Synthetic Substitute, Open Approach"
0RR,0RRK0JZ,2,"Replacement of Left Shoulder Joint with Synthetic Substitute, Open Approach"
0RR,0RRK0J6,1,"Replacement of Left Shoulder Joint with Synthetic Substitute, Humeral Surface, Open Approach"
0RS,0RSCXZZ,1,"Reposition Right Temporomandibular Joint, External Approach"
0RS,0RSDXZZ,1,"Reposition Left Temporomandibular Joint, External Approach"
0RS,0RSJXZZ,1,"Reposition Right Shoulder Joint, External Approach"
0RS,0RSP0ZZ,1,"Reposition Left Wrist Joint, Open Approach"
0RT,0RT30ZZ,4,"Resection of Cervical Vertebral Disc, Open Approach"
0RT,0RT90ZZ,1,"Resection of Thoracic Vertebral Disc, Open Approach"
0S9,0S9D3ZX,9,"Drainage of Left Knee Joint, Percutaneous Approach, Diagnostic"
0S9,0S9C3ZZ,7,"Drainage of Right Knee Joint, Percutaneous Approach"
0S9,0S9C3ZX,6,"Drainage of Right Knee Joint, Percutaneous Approach, Diagnostic"
0S9,0S9B0ZZ,4,"Drainage of Left Hip Joint, Open Approach"
0S9,0S9B3ZX,4,"Drainage of Left Hip Joint, Percutaneous Approach, Diagnostic"
0S9,0S9F3ZX,4,"Drainage of Right Ankle Joint, Percutaneous Approach, Diagnostic"
0S9,0S9D0ZZ,3,"Drainage of Left Knee Joint, Open Approach"
0S9,0S9G3ZX,3,"Drainage of Left Ankle Joint, Percutaneous Approach, Diagnostic"
0S9,0S993ZX,2,"Drainage of Right Hip Joint, Percutaneous Approach, Diagnostic"
0S9,0S9B3ZZ,2,"Drainage of Left Hip Joint, Percutaneous Approach"
0S9,0S900ZZ,1,"Drainage of Lumbar Vertebral Joint, Open Approach"
0S9,0S9B00Z,1,"Drainage of Left Hip Joint with Drainage Device, Open Approach"
0S9,0S9C0ZX,1,"Drainage of Right Knee Joint, Open Approach, Diagnostic"
0S9,0S9D0ZX,1,"Drainage of Left Knee Joint, Open Approach, Diagnostic"
0S9,0S9D3ZZ,1,"Drainage of Left Knee Joint, Percutaneous Approach"
0S9,0S9F00Z,1,"Drainage of Right Ankle Joint with Drainage Device, Open Approach"
0S9,0S9F0ZX,1,"Drainage of Right Ankle Joint, Open Approach, Diagnostic"
0S9,0S9F3ZZ,1,"Drainage of Right Ankle Joint, Percutaneous Approach"
0S9,0S9G3ZZ,1,"Drainage of Left Ankle Joint, Percutaneous Approach"
0S9,0S9N3ZX,1,"Drainage of Left Metatarsal-Phalangeal Joint, Percutaneous Approach, Diagnostic"
0SB,0SB20ZZ,23,"Excision of Lumbar Vertebral Disc, Open Approach"
0SB,0SB40ZZ,5,"Excision of Lumbosacral Disc, Open Approach"
0SB,0SBB0ZZ,4,"Excision of Left Hip Joint, Open Approach"
0SB,0SBC0ZZ,3,"Excision of Right Knee Joint, Open Approach"
0SB,0SBD4ZZ,3,"Excision of Left Knee Joint, Percutaneous Endoscopic Approach"
0SB,0SBD0ZZ,2,"Excision of Left Knee Joint, Open Approach"
0SB,0SBB0ZX,1,"Excision of Left Hip Joint, Open Approach, Diagnostic"
0SB,0SBC0ZX,1,"Excision of Right Knee Joint, Open Approach, Diagnostic"
0SC,0SCC0ZZ,2,"Extirpation of Matter from Right Knee Joint, Open Approach"
0SC,0SCB0ZZ,1,"Extirpation of Matter from Left Hip Joint, Open Approach"
0SG,0SG0071,15,"Fusion of Lumbar Vertebral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG1071,10,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG00A0,8,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
0SG,0SG3071,7,"Fusion of Lumbosacral Joint with Autologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG10A0,5,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
0SG,0SG00A1,3,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG00AJ,3,"Fusion of Lumbar Vertebral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach"
0SG,0SG30A0,2,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Anterior Approach, Anterior Column, Open Approach"
0SG,0SG30A1,2,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG1070,1,"Fusion of 2 or more Lumbar Vertebral Joints with Autologous Tissue Substitute, Anterior Approach, Anterior Column, Open Approach"
0SG,0SG10A1,1,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG10AJ,1,"Fusion of 2 or more Lumbar Vertebral Joints with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach"
0SG,0SG10J1,1,"Fusion of 2 or more Lumbar Vertebral Joints with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG10K1,1,"Fusion of 2 or more Lumbar Vertebral Joints with Nonautologous Tissue Substitute, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG30AJ,1,"Fusion of Lumbosacral Joint with Interbody Fusion Device, Posterior Approach, Anterior Column, Open Approach"
0SG,0SG30J1,1,"Fusion of Lumbosacral Joint with Synthetic Substitute, Posterior Approach, Posterior Column, Open Approach"
0SG,0SG707Z,1,"Fusion of Right Sacroiliac Joint with Autologous Tissue Substitute, Open Approach"
0SG,0SG807Z,1,"Fusion of Left Sacroiliac Joint with Autologous Tissue Substitute, Open Approach"
0SG,0SGF0ZZ,1,"Fusion of Right Ankle Joint, Open Approach"
0SG,0SGH0ZZ,1,"Fusion of Right Tarsal Joint, Open Approach"
0SH,0SHB08Z,3,"Insertion of Spacer into Left Hip Joint, Open Approach"
0SH,0SHD08Z,3,"Insertion of Spacer into Left Knee Joint, Open Approach"
0SH,0SHC08Z,2,"Insertion of Spacer into Right Knee Joint, Open Approach"
0SH,0SH004Z,1,"Insertion of Internal Fixation Device into Lumbar Vertebral Joint, Open Approach"
0SH,0SH908Z,1,"Insertion of Spacer into Right Hip Joint, Open Approach"
0SH,0SHJ34Z,1,"Insertion of Internal Fixation Device into Left Tarsal Joint, Percutaneous Approach"
0SJ,0SJG0ZZ,1,"Inspection of Left Ankle Joint, Open Approach"
0SJ,0SJN3ZZ,1,"Inspection of Left Metatarsal-Phalangeal Joint, Percutaneous Approach"
0SN,0SND4ZZ,1,"Release Left Knee Joint, Percutaneous Endoscopic Approach"
0SP,0SPB0JZ,8,"Removal of Synthetic Substitute from Left Hip Joint, Open Approach"
0SP,0SPB09Z,4,"Removal of Liner from Left Hip Joint, Open Approach"
0SP,0SP004Z,3,"Removal of Internal Fixation Device from Lumbar Vertebral Joint, Open Approach"
0SP,0SP909Z,3,"Removal of Liner from Right Hip Joint, Open Approach"
0SP,0SPD08Z,3,"Removal of Spacer from Left Knee Joint, Open Approach"
0SP,0SP90JZ,2,"Removal of Synthetic Substitute from Right Hip Joint, Open Approach"
0SP,0SPC08Z,2,"Removal of Spacer from Right Knee Joint, Open Approach"
0SP,0SPC09Z,2,"Removal of Liner from Right Knee Joint, Open Approach"
0SP,0SPD0JZ,2,"Removal of Synthetic Substitute from Left Knee Joint, Open Approach"
0SP,0SPR0JZ,2,"Removal of Synthetic Substitute from Right Hip Joint, Femoral Surface, Open Approach"
0SP,0SP904Z,1,"Removal of Internal Fixation Device from Right Hip Joint, Open Approach"
0SP,0SPB04Z,1,"Removal of Internal Fixation Device from Left Hip Joint, Open Approach"
0SP,0SPB08Z,1,"Removal of Spacer from Left Hip Joint, Open Approach"
0SP,0SPB0EZ,1,"Removal of Articulating Spacer from Left Hip Joint, Open Approach"
0SP,0SPC04Z,1,"Removal of Internal Fixation Device from Right Knee Joint, Open Approach"
0SP,0SPC0JZ,1,"Removal of Synthetic Substitute from Right Knee Joint, Open Approach"
0SP,0SPD09Z,1,"Removal of Liner from Left Knee Joint, Open Approach"
0SP,0SPS0JZ,1,"Removal of Synthetic Substitute from Left Hip Joint, Femoral Surface, Open Approach"
0SQ,0SQD4ZZ,2,"Repair Left Knee Joint, Percutaneous Endoscopic Approach"
0SQ,0SQB0ZZ,1,"Repair Left Hip Joint, Open Approach"
0SQ,0SQCXZZ,1,"Repair Right Knee Joint, External Approach"
0SQ,0SQD0ZZ,1,"Repair Left Knee Joint, Open Approach"
0SQ,0SQG0ZZ,1,"Repair Left Ankle Joint, Open Approach"
0SR,0SRC0J9,27,"Replacement of Right Knee Joint with Synthetic Substitute, Cemented, Open Approach"
0SR,0SRD0J9,19,"Replacement of Left Knee Joint with Synthetic Substitute, Cemented, Open Approach"
0SR,0SR904A,8,"Replacement of Right Hip Joint with Ceramic on Polyethylene Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRB04A,8,"Replacement of Left Hip Joint with Ceramic on Polyethylene Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRS0JA,7,"Replacement of Left Hip Joint, Femoral Surface with Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRB0JZ,5,"Replacement of Left Hip Joint with Synthetic Substitute, Open Approach"
0SR,0SRS0J9,5,"Replacement of Left Hip Joint, Femoral Surface with Synthetic Substitute, Cemented, Open Approach"
0SR,0SRS0JZ,5,"Replacement of Left Hip Joint, Femoral Surface with Synthetic Substitute, Open Approach"
0SR,0SR90JZ,4,"Replacement of Right Hip Joint with Synthetic Substitute, Open Approach"
0SR,0SR904Z,3,"Replacement of Right Hip Joint with Ceramic on Polyethylene Synthetic Substitute, Open Approach"
0SR,0SRC0JA,3,"Replacement of Right Knee Joint with Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRR03Z,3,"Replacement of Right Hip Joint, Femoral Surface with Ceramic Synthetic Substitute, Open Approach"
0SR,0SR902A,2,"Replacement of Right Hip Joint with Metal on Polyethylene Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRB04Z,2,"Replacement of Left Hip Joint with Ceramic on Polyethylene Synthetic Substitute, Open Approach"
0SR,0SRD0JA,2,"Replacement of Left Knee Joint with Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRR0JA,2,"Replacement of Right Hip Joint, Femoral Surface with Synthetic Substitute, Uncemented, Open Approach"
0SR,0SR90JA,1,"Replacement of Right Hip Joint with Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRB029,1,"Replacement of Left Hip Joint with Metal on Polyethylene Synthetic Substitute, Cemented, Open Approach"
0SR,0SRB03A,1,"Replacement of Left Hip Joint with Ceramic Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRB0EZ,1,"Replacement of Left Hip Joint with Articulating Spacer, Open Approach"
0SR,0SRG0JA,1,"Replacement of Left Ankle Joint with Synthetic Substitute, Uncemented, Open Approach"
0SR,0SRR0J9,1,"Replacement of Right Hip Joint, Femoral Surface with Synthetic Substitute, Cemented, Open Approach"
0SR,0SRR0JZ,1,"Replacement of Right Hip Joint, Femoral Surface with Synthetic Substitute, Open Approach"
0SR,0SRS03Z,1,"Replacement of Left Hip Joint, Femoral Surface with Ceramic Synthetic Substitute, Open Approach"
0SS,0SSF04Z,2,"Reposition Right Ankle Joint with Internal Fixation Device, Open Approach"
0SS,0SS9XZZ,1,"Reposition Right Hip Joint, External Approach"
0SS,0SSD0ZZ,1,"Reposition Left Knee Joint, Open Approach"
0SS,0SSD44Z,1,"Reposition Left Knee Joint with Internal Fixation Device, Percutaneous Endoscopic Approach"
0SS,0SSF34Z,1,"Reposition Right Ankle Joint with Internal Fixation Device, Percutaneous Approach"
0SS,0SSG04Z,1,"Reposition Left Ankle Joint with Internal Fixation Device, Open Approach"
0ST,0ST20ZZ,8,"Resection of Lumbar Vertebral Disc, Open Approach"
0ST,0ST40ZZ,1,"Resection of Lumbosacral Disc, Open Approach"
0SU,0SUA09Z,3,"Supplement Right Hip Joint, Acetabular Surface with Liner, Open Approach"
0SU,0SUE09Z,3,"Supplement Left Hip Joint, Acetabular Surface with Liner, Open Approach"
0SU,0SU907Z,1,"Supplement Right Hip Joint with Autologous Tissue Substitute, Open Approach"
0SU,0SUD0JZ,1,"Supplement Left Knee Joint with Synthetic Substitute, Open Approach"
0SU,0SUS09Z,1,"Supplement Left Hip Joint, Femoral Surface with Liner, Open Approach"
0SU,0SUT09Z,1,"Supplement Right Knee Joint, Femoral Surface with Liner, Open Approach"
0SU,0SUV09Z,1,"Supplement Right Knee Joint, Tibial Surface with Liner, Open Approach"
0SU,0SUW09Z,1,"Supplement Left Knee Joint, Tibial Surface with Liner, Open Approach"
0SW,0SWB0JZ,1,"Revision of Synthetic Substitute in Left Hip Joint, Open Approach"
0SW,0SWBXJZ,1,"Revision of Synthetic Substitute in Left Hip Joint, External Approach"
0T1,0T184ZC,3,"Bypass Bilateral Ureters to Ileocutaneous, Percutaneous Endoscopic Approach"
0T1,0T143JD,2,"Bypass Left Kidney Pelvis to Cutaneous with Synthetic Substitute, Percutaneous Approach"
0T1,0T180ZC,2,"Bypass Bilateral Ureters to Ileocutaneous, Open Approach"
0T2,0T25X0Z,9,"Change Drainage Device in Kidney, External Approach"
0T2,0T2BX0Z,1,"Change Drainage Device in Bladder, External Approach"
0T5,0T5B8ZZ,1,"Destruction of Bladder, Via Natural or Artificial Opening Endoscopic"
0T7,0T768DZ,7,"Dilation of Right Ureter with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0T7,0T788DZ,5,"Dilation of Bilateral Ureters with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0T7,0T778DZ,4,"Dilation of Left Ureter with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0T7,0T748DZ,2,"Dilation of Left Kidney Pelvis with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0T7,0T7B8DZ,2,"Dilation of Bladder with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0T7,0T7D8ZZ,2,"Dilation of Urethra, Via Natural or Artificial Opening Endoscopic"
0T7,0T738DZ,1,"Dilation of Right Kidney Pelvis with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0T7,0T763ZZ,1,"Dilation of Right Ureter, Percutaneous Approach"
0T7,0T770DZ,1,"Dilation of Left Ureter with Intraluminal Device, Open Approach"
0T7,0T773DZ,1,"Dilation of Left Ureter with Intraluminal Device, Percutaneous Approach"
0T7,0T783DZ,1,"Dilation of Bilateral Ureters with Intraluminal Device, Percutaneous Approach"
0T7,0T783ZZ,1,"Dilation of Bilateral Ureters, Percutaneous Approach"
0T7,0T7C7DZ,1,"Dilation of Bladder Neck with Intraluminal Device, Via Natural or Artificial Opening"
0T9,0T9030Z,10,"Drainage of Right Kidney with Drainage Device, Percutaneous Approach"
0T9,0T9130Z,7,"Drainage of Left Kidney with Drainage Device, Percutaneous Approach"
0T9,0T9B70Z,5,"Drainage of Bladder with Drainage Device, Via Natural or Artificial Opening"
0T9,0T9330Z,4,"Drainage of Right Kidney Pelvis with Drainage Device, Percutaneous Approach"
0T9,0T9430Z,3,"Drainage of Left Kidney Pelvis with Drainage Device, Percutaneous Approach"
0T9,0T903ZZ,1,"Drainage of Right Kidney, Percutaneous Approach"
0T9,0T913ZZ,1,"Drainage of Left Kidney, Percutaneous Approach"
0T9,0T9770Z,1,"Drainage of Left Ureter with Drainage Device, Via Natural or Artificial Opening"
0T9,0T9880Z,1,"Drainage of Bilateral Ureters with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0TB,0TB03ZX,11,"Excision of Right Kidney, Percutaneous Approach, Diagnostic"
0TB,0TB13ZX,10,"Excision of Left Kidney, Percutaneous Approach, Diagnostic"
0TB,0TB14ZZ,6,"Excision of Left Kidney, Percutaneous Endoscopic Approach"
0TB,0TB04ZZ,2,"Excision of Right Kidney, Percutaneous Endoscopic Approach"
0TB,0TBB0ZZ,2,"Excision of Bladder, Open Approach"
0TB,0TB10ZX,1,"Excision of Left Kidney, Open Approach, Diagnostic"
0TB,0TB60ZZ,1,"Excision of Right Ureter, Open Approach"
0TB,0TB70ZZ,1,"Excision of Left Ureter, Open Approach"
0TB,0TBB4ZZ,1,"Excision of Bladder, Percutaneous Endoscopic Approach"
0TB,0TBB8ZZ,1,"Excision of Bladder, Via Natural or Artificial Opening Endoscopic"
0TB,0TBD8ZX,1,"Excision of Urethra, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0TC,0TCB8ZZ,3,"Extirpation of Matter from Bladder, Via Natural or Artificial Opening Endoscopic"
0TC,0TC18ZZ,2,"Extirpation of Matter from Left Kidney, Via Natural or Artificial Opening Endoscopic"
0TC,0TC00ZZ,1,"Extirpation of Matter from Right Kidney, Open Approach"
0TC,0TC68ZZ,1,"Extirpation of Matter from Right Ureter, Via Natural or Artificial Opening Endoscopic"
0TF,0TF48ZZ,1,"Fragmentation in Left Kidney Pelvis, Via Natural or Artificial Opening Endoscopic"
0TJ,0TJB8ZZ,23,"Inspection of Bladder, Via Natural or Artificial Opening Endoscopic"
0TJ,0TJ50ZZ,1,"Inspection of Kidney, Open Approach"
0TN,0TN60ZZ,2,"Release Right Ureter, Open Approach"
0TN,0TN70ZZ,2,"Release Left Ureter, Open Approach"
0TN,0TN64ZZ,1,"Release Right Ureter, Percutaneous Endoscopic Approach"
0TN,0TN74ZZ,1,"Release Left Ureter, Percutaneous Endoscopic Approach"
0TN,0TNB0ZZ,1,"Release Bladder, Open Approach"
0TP,0TP98DZ,6,"Removal of Intraluminal Device from Ureter, Via Natural or Artificial Opening Endoscopic"
0TP,0TP530Z,1,"Removal of Drainage Device from Kidney, Percutaneous Approach"
0TP,0TP5X0Z,1,"Removal of Drainage Device from Kidney, External Approach"
0TP,0TP97DZ,1,"Removal of Intraluminal Device from Ureter, Via Natural or Artificial Opening"
0TP,0TPB8DZ,1,"Removal of Intraluminal Device from Bladder, Via Natural or Artificial Opening Endoscopic"
0TQ,0TQ60ZZ,1,"Repair Right Ureter, Open Approach"
0TQ,0TQB0ZZ,1,"Repair Bladder, Open Approach"
0TQ,0TQB7ZZ,1,"Repair Bladder, Via Natural or Artificial Opening"
0TT,0TT04ZZ,3,"Resection of Right Kidney, Percutaneous Endoscopic Approach"
0TT,0TTB4ZZ,3,"Resection of Bladder, Percutaneous Endoscopic Approach"
0TT,0TT00ZZ,2,"Resection of Right Kidney, Open Approach"
0TT,0TT14ZZ,2,"Resection of Left Kidney, Percutaneous Endoscopic Approach"
0TT,0TT10ZZ,1,"Resection of Left Kidney, Open Approach"
0TT,0TT60ZZ,1,"Resection of Right Ureter, Open Approach"
0TT,0TT64ZZ,1,"Resection of Right Ureter, Percutaneous Endoscopic Approach"
0TT,0TT74ZZ,1,"Resection of Left Ureter, Percutaneous Endoscopic Approach"
0TT,0TTB0ZZ,1,"Resection of Bladder, Open Approach"
0TU,0TUD7KZ,1,"Supplement Urethra with Nonautologous Tissue Substitute, Via Natural or Artificial Opening"
0TW,0TW97DZ,1,"Revision of Intraluminal Device in Ureter, Via Natural or Artificial Opening"
0TY,0TY00Z0,12,"Transplantation of Right Kidney, Allogeneic, Open Approach"
0TY,0TY10Z0,9,"Transplantation of Left Kidney, Allogeneic, Open Approach"
0U5,0U5C7ZZ,1,"Destruction of Cervix, Via Natural or Artificial Opening"
0U7,0U7C7ZZ,4,"Dilation of Cervix, Via Natural or Artificial Opening"
0U9,0U91XZZ,1,"Drainage of Left Ovary, External Approach"
0U9,0U9930Z,1,"Drainage of Uterus with Drainage Device, Percutaneous Approach"
0U9,0U994ZX,1,"Drainage of Uterus, Percutaneous Endoscopic Approach, Diagnostic"
0U9,0U9MXZZ,1,"Drainage of Vulva, External Approach"
0UB,0UB70ZZ,4,"Excision of Bilateral Fallopian Tubes, Open Approach"
0UB,0UB90ZZ,4,"Excision of Uterus, Open Approach"
0UB,0UBF0ZZ,4,"Excision of Cul-de-sac, Open Approach"
0UB,0UB10ZZ,1,"Excision of Left Ovary, Open Approach"
0UB,0UB14ZZ,1,"Excision of Left Ovary, Percutaneous Endoscopic Approach"
0UB,0UB44ZX,1,"Excision of Uterine Supporting Structure, Percutaneous Endoscopic Approach, Diagnostic"
0UB,0UB54ZZ,1,"Excision of Right Fallopian Tube, Percutaneous Endoscopic Approach"
0UB,0UB90ZX,1,"Excision of Uterus, Open Approach, Diagnostic"
0UB,0UBC7ZX,1,"Excision of Cervix, Via Natural or Artificial Opening, Diagnostic"
0UB,0UBC7ZZ,1,"Excision of Cervix, Via Natural or Artificial Opening"
0UB,0UBF0ZX,1,"Excision of Cul-de-sac, Open Approach, Diagnostic"
0UB,0UBG0ZZ,1,"Excision of Vagina, Open Approach"
0UB,0UBG7ZX,1,"Excision of Vagina, Via Natural or Artificial Opening, Diagnostic"
0UB,0UBG8ZX,1,"Excision of Vagina, Via Natural or Artificial Opening Endoscopic, Diagnostic"
0UB,0UBMXZZ,1,"Excision of Vulva, External Approach"
0UC,0UCC7ZZ,1,"Extirpation of Matter from Cervix, Via Natural or Artificial Opening"
0UD,0UDB7ZX,2,"Extraction of Endometrium, Via Natural or Artificial Opening, Diagnostic"
0UH,0UH97HZ,2,"Insertion of Contraceptive Device into Uterus, Via Natural or Artificial Opening"
0UH,0UH98HZ,1,"Insertion of Contraceptive Device into Uterus, Via Natural or Artificial Opening Endoscopic"
0UH,0UHG71Z,1,"Insertion of Radioactive Element into Vagina, Via Natural or Artificial Opening"
0UJ,0UJH7ZZ,2,"Inspection of Vagina and Cul-de-sac, Via Natural or Artificial Opening"
0UJ,0UJD4ZZ,1,"Inspection of Uterus and Cervix, Percutaneous Endoscopic Approach"
0UJ,0UJH8ZZ,1,"Inspection of Vagina and Cul-de-sac, Via Natural or Artificial Opening Endoscopic"
0UN,0UN14ZZ,2,"Release Left Ovary, Percutaneous Endoscopic Approach"
0UN,0UN40ZZ,1,"Release Uterine Supporting Structure, Open Approach"
0UN,0UN90ZZ,1,"Release Uterus, Open Approach"
0UN,0UN94ZZ,1,"Release Uterus, Percutaneous Endoscopic Approach"
0UN,0UNF4ZZ,1,"Release Cul-de-sac, Percutaneous Endoscopic Approach"
0UN,0UNG0ZZ,1,"Release Vagina, Open Approach"
0UQ,0UQG4ZZ,1,"Repair Vagina, Percutaneous Endoscopic Approach"
0UQ,0UQGXZZ,1,"Repair Vagina, External Approach"
0UQ,0UQMXZZ,1,"Repair Vulva, External Approach"
0US,0US90ZZ,1,"Reposition Uterus, Open Approach"
0US,0USGXZZ,1,"Reposition Vagina, External Approach"
0UT,0UT90ZZ,27,"Resection of Uterus, Open Approach"
0UT,0UT70ZZ,23,"Resection of Bilateral Fallopian Tubes, Open Approach"
0UT,0UT20ZZ,20,"Resection of Bilateral Ovaries, Open Approach"
0UT,0UTC0ZZ,13,"Resection of Cervix, Open Approach"
0UT,0UT94ZZ,7,"Resection of Uterus, Percutaneous Endoscopic Approach"
0UT,0UT24ZZ,6,"Resection of Bilateral Ovaries, Percutaneous Endoscopic Approach"
0UT,0UT74ZZ,6,"Resection of Bilateral Fallopian Tubes, Percutaneous Endoscopic Approach"
0UT,0UTC4ZZ,6,"Resection of Cervix, Percutaneous Endoscopic Approach"
0UT,0UTC7ZZ,3,"Resection of Cervix, Via Natural or Artificial Opening"
0UT,0UT00ZZ,2,"Resection of Right Ovary, Open Approach"
0UT,0UT10ZZ,2,"Resection of Left Ovary, Open Approach"
0UT,0UT27ZZ,2,"Resection of Bilateral Ovaries, Via Natural or Artificial Opening"
0UT,0UT2FZZ,2,"Resection of Bilateral Ovaries, Via Natural or Artificial Opening With Percutaneous Endoscopic Assistance"
0UT,0UT50ZZ,2,"Resection of Right Fallopian Tube, Open Approach"
0UT,0UT60ZZ,2,"Resection of Left Fallopian Tube, Open Approach"
0UT,0UT77ZZ,2,"Resection of Bilateral Fallopian Tubes, Via Natural or Artificial Opening"
0UT,0UT7FZZ,2,"Resection of Bilateral Fallopian Tubes, Via Natural or Artificial Opening With Percutaneous Endoscopic Assistance"
0UT,0UT97ZZ,2,"Resection of Uterus, Via Natural or Artificial Opening"
0UT,0UT9FZZ,1,"Resection of Uterus, Via Natural or Artificial Opening With Percutaneous Endoscopic Assistance"
0UU,0UUG0JZ,1,"Supplement Vagina with Synthetic Substitute, Open Approach"
0V9,0V9030Z,1,"Drainage of Prostate with Drainage Device, Percutaneous Approach"
0V9,0V903ZX,1,"Drainage of Prostate, Percutaneous Approach, Diagnostic"
0V9,0V9230Z,1,"Drainage of Left Seminal Vesicle with Drainage Device, Percutaneous Approach"
0V9,0V923ZX,1,"Drainage of Left Seminal Vesicle, Percutaneous Approach, Diagnostic"
0V9,0V950ZZ,1,"Drainage of Scrotum, Open Approach"
0VB,0VB50ZZ,3,"Excision of Scrotum, Open Approach"
0VB,0VB00ZZ,1,"Excision of Prostate, Open Approach"
0VB,0VB03ZX,1,"Excision of Prostate, Percutaneous Approach, Diagnostic"
0VB,0VB04ZX,1,"Excision of Prostate, Percutaneous Endoscopic Approach, Diagnostic"
0VB,0VB08ZZ,1,"Excision of Prostate, Via Natural or Artificial Opening Endoscopic"
0VB,0VBG4ZZ,1,"Excision of Left Spermatic Cord, Percutaneous Endoscopic Approach"
0VB,0VBQ4ZZ,1,"Excision of Bilateral Vas Deferens, Percutaneous Endoscopic Approach"
0VT,0VT04ZZ,12,"Resection of Prostate, Percutaneous Endoscopic Approach"
0VT,0VT34ZZ,4,"Resection of Bilateral Seminal Vesicles, Percutaneous Endoscopic Approach"
0VT,0VT08ZZ,1,"Resection of Prostate, Via Natural or Artificial Opening Endoscopic"
0W2,0W2GX0Z,3,"Change Drainage Device in Peritoneal Cavity, External Approach"
0W2,0W2JX0Z,2,"Change Drainage Device in Pelvic Cavity, External Approach"
0W2,0W21X0Z,1,"Change Drainage Device in Cranial Cavity, External Approach"
0W2,0W29X0Z,1,"Change Drainage Device in Right Pleural Cavity, External Approach"
