block,frequency,n_hadm,icd_code,long_title
Y92,35293,61232,Y92511,Restaurant or cafe as the place of occurrence of the external cause
Y92,35293,61232,Y92512,"Supermarket, store or market as the place of occurrence of the external cause"
Y92,35293,61232,Y92513,Shop (commercial) as the place of occurrence of the external cause
Y92,35293,61232,Y9252,Service areas as the place of occurrence of the external cause
Y92,35293,61232,Y92520,Airport as the place of occurrence of the external cause
Y92,35293,61232,Y92521,Bus station as the place of occurrence of the external cause
Y92,35293,61232,Y92522,Railway station as the place of occurrence of the external cause
Y92,35293,61232,Y92523,Highway rest stop as the place of occurrence of the external cause
Y92,35293,61232,Y92524,Gas station as the place of occurrence of the external cause
Y92,35293,61232,Y9253,Ambulatory health services establishments as the place of occurrence of the external cause
Y92,35293,61232,Y92530,Ambulatory surgery center as the place of occurrence of the external cause
Y92,35293,61232,Y92531,Health care provider office as the place of occurrence of the external cause
Y92,35293,61232,Y92532,Urgent care center as the place of occurrence of the external cause
Y92,35293,61232,Y92538,Other ambulatory health services establishments as the place of occurrence of the external cause
Y92,35293,61232,Y9259,Other trade areas as the place of occurrence of the external cause
Y92,35293,61232,Y926,Industrial and construction area as the place of occurrence of the external cause
Y92,35293,61232,Y9261,Building [any] under construction as the place of occurrence of the external cause
Y92,35293,61232,Y9262,Dock or shipyard as the place of occurrence of the external cause
Y92,35293,61232,Y9263,Factory as the place of occurrence of the external cause
Y92,35293,61232,Y9264,Mine or pit as the place of occurrence of the external cause
Y92,35293,61232,Y9265,Oil rig as the place of occurrence of the external cause
Y92,35293,61232,Y9269,Other specified industrial and construction area as the place of occurrence of the external cause
Y92,35293,61232,Y927,Farm as the place of occurrence of the external cause
Y92,35293,61232,Y9271,Barn as the place of occurrence of the external cause
Y92,35293,61232,Y9272,Chicken coop as the place of occurrence of the external cause
Y92,35293,61232,Y9273,Farm field as the place of occurrence of the external cause
Y92,35293,61232,Y9274,Orchard as the place of occurrence of the external cause
Y92,35293,61232,Y9279,Other farm location as the place of occurrence of the external cause
Y92,35293,61232,Y928,Other places as the place of occurrence of the external cause
Y92,35293,61232,Y9281,Transport vehicle as the place of occurrence of the external cause
Y92,35293,61232,Y92810,Car as the place of occurrence of the external cause
Y92,35293,61232,Y92811,Bus as the place of occurrence of the external cause
Y92,35293,61232,Y92812,Truck as the place of occurrence of the external cause
Y92,35293,61232,Y92813,Airplane as the place of occurrence of the external cause
Y92,35293,61232,Y92814,Boat as the place of occurrence of the external cause
Y92,35293,61232,Y92815,Train as the place of occurrence of the external cause
Y92,35293,61232,Y92816,Subway car as the place of occurrence of the external cause
Y92,35293,61232,Y92818,Other transport vehicle as the place of occurrence of the external cause
Y92,35293,61232,Y9282,Wilderness area
Y92,35293,61232,Y92820,Desert as the place of occurrence of the external cause
Y92,35293,61232,Y92821,Forest as the place of occurrence of the external cause
Y92,35293,61232,Y92828,Other wilderness area as the place of occurrence of the external cause
Y92,35293,61232,Y9283,Recreation area as the place of occurrence of the external cause
Y92,35293,61232,Y92830,Public park as the place of occurrence of the external cause
Y92,35293,61232,Y92831,Amusement park as the place of occurrence of the external cause
Y92,35293,61232,Y92832,Beach as the place of occurrence of the external cause
Y92,35293,61232,Y92833,Campsite as the place of occurrence of the external cause
Y92,35293,61232,Y92834,Zoological garden (Zoo) as the place of occurrence of the external cause
Y92,35293,61232,Y92838,Other recreation area as the place of occurrence of the external cause
Y92,35293,61232,Y9284,Military training ground as the place of occurrence of the external cause
Y92,35293,61232,Y9285,Railroad track as the place of occurrence of the external cause
Y92,35293,61232,Y9286,Slaughter house as the place of occurrence of the external cause
Y92,35293,61232,Y9289,Other specified places as the place of occurrence of the external cause
Y92,35293,61232,Y929,Unspecified place or not applicable
585,35189,39386,5851,"Chronic kidney disease, Stage I"
585,35189,39386,5852,"Chronic kidney disease, Stage II (mild)"
585,35189,39386,5853,"Chronic kidney disease, Stage III (moderate)"
585,35189,39386,5854,"Chronic kidney disease, Stage IV (severe)"
585,35189,39386,5855,"Chronic kidney disease, Stage V"
585,35189,39386,5856,End stage renal disease
585,35189,39386,5859,"Chronic kidney disease, unspecified"
428,33227,37623,4280,"Congestive heart failure, unspecified"
428,33227,37623,4281,Left heart failure
428,33227,37623,42820,"Systolic heart failure, unspecified"
428,33227,37623,42821,Acute systolic heart failure
428,33227,37623,42822,Chronic systolic heart failure
428,33227,37623,42823,Acute on chronic systolic heart failure
428,33227,37623,42830,"Diastolic heart failure, unspecified"
428,33227,37623,42831,Acute diastolic heart failure
428,33227,37623,42832,Chronic diastolic heart failure
428,33227,37623,42833,Acute on chronic diastolic heart failure
428,33227,37623,42840,"Combined systolic and diastolic heart failure, unspecified"
428,33227,37623,42841,Acute combined systolic and diastolic heart failure
428,33227,37623,42842,Chronic combined systolic and diastolic heart failure
428,33227,37623,42843,Acute on chronic combined systolic and diastolic heart failure
428,33227,37623,4289,"Heart failure, unspecified"
E11,31576,60991,E11,Type 2 diabetes mellitus
E11,31576,60991,E110,Type 2 diabetes mellitus with hyperosmolarity
E11,31576,60991,E1100,Type 2 diabetes mellitus with hyperosmolarity without nonketotic hyperglycemic-hyperosmolar coma (NKHHC)
E11,31576,60991,E1101,Type 2 diabetes mellitus with hyperosmolarity with coma
E11,31576,60991,E111,Type 2 diabetes mellitus with ketoacidosis
E11,31576,60991,E1110,Type 2 diabetes mellitus with ketoacidosis without coma
E11,31576,60991,E1111,Type 2 diabetes mellitus with ketoacidosis with coma
E11,31576,60991,E112,Type 2 diabetes mellitus with kidney complications
E11,31576,60991,E1121,Type 2 diabetes mellitus with diabetic nephropathy
E11,31576,60991,E1122,Type 2 diabetes mellitus with diabetic chronic kidney disease
E11,31576,60991,E1129,Type 2 diabetes mellitus with other diabetic kidney complication
E11,31576,60991,E113,Type 2 diabetes mellitus with ophthalmic complications
E11,31576,60991,E1131,Type 2 diabetes mellitus with unspecified diabetic retinopathy
E11,31576,60991,E11311,Type 2 diabetes mellitus with unspecified diabetic retinopathy with macular edema
E11,31576,60991,E11319,Type 2 diabetes mellitus with unspecified diabetic retinopathy without macular edema
E11,31576,60991,E1132,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy
E11,31576,60991,E11321,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema
E11,31576,60991,E113211,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, right eye"
E11,31576,60991,E113212,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, left eye"
E11,31576,60991,E113213,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral"
E11,31576,60991,E113219,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E11,31576,60991,E11329,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema
E11,31576,60991,E113291,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, right eye"
E11,31576,60991,E113292,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, left eye"
E11,31576,60991,E113293,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, bilateral"
E11,31576,60991,E113299,"Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E11,31576,60991,E1133,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy
E11,31576,60991,E11331,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema
E11,31576,60991,E113311,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, right eye"
E11,31576,60991,E113312,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, left eye"
E11,31576,60991,E113313,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, bilateral"
E11,31576,60991,E113319,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E11,31576,60991,E11339,Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema
E11,31576,60991,E113391,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, right eye"
E11,31576,60991,E113392,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, left eye"
E11,31576,60991,E113393,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral"
E11,31576,60991,E113399,"Type 2 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E11,31576,60991,E1134,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy
E11,31576,60991,E11341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema
E11,31576,60991,E113411,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye"
E11,31576,60991,E113412,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye"
E11,31576,60991,E113413,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral"
E11,31576,60991,E113419,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, unspecified eye"
E11,31576,60991,E11349,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema
E11,31576,60991,E113491,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye"
E11,31576,60991,E113492,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, left eye"
E11,31576,60991,E113493,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, bilateral"
E11,31576,60991,E113499,"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye"
E11,31576,60991,E1135,Type 2 diabetes mellitus with proliferative diabetic retinopathy
E11,31576,60991,E11351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema
E11,31576,60991,E113511,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, right eye"
E11,31576,60991,E113512,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, left eye"
E11,31576,60991,E113513,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, bilateral"
E11,31576,60991,E113519,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema, unspecified eye"
E11,31576,60991,E11352,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula
E11,31576,60991,E113521,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, right eye"
E11,31576,60991,E113522,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, left eye"
E11,31576,60991,E113523,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral"
E11,31576,60991,E113529,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye"
E11,31576,60991,E11353,Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula
E11,31576,60991,E113531,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, right eye"
E11,31576,60991,E113532,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye"
E11,31576,60991,E113533,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, bilateral"
E11,31576,60991,E113539,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, unspecified eye"
E11,31576,60991,E11354,Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment
E11,31576,60991,E113541,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, right eye"
E11,31576,60991,E113542,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye"
E11,31576,60991,E113543,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, bilateral"
E11,31576,60991,E113549,"Type 2 diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, unspecified eye"
E11,31576,60991,E11355,Type 2 diabetes mellitus with stable proliferative diabetic retinopathy
E11,31576,60991,E113551,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, right eye"
E11,31576,60991,E113552,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, left eye"
E11,31576,60991,E113553,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, bilateral"
E11,31576,60991,E113559,"Type 2 diabetes mellitus with stable proliferative diabetic retinopathy, unspecified eye"
E11,31576,60991,E11359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema
E11,31576,60991,E113591,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, right eye"
E11,31576,60991,E113592,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, left eye"
E11,31576,60991,E113593,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, bilateral"
E11,31576,60991,E113599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye"
E11,31576,60991,E1136,Type 2 diabetes mellitus with diabetic cataract
E11,31576,60991,E1137,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment"
E11,31576,60991,E1137X1,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, right eye"
E11,31576,60991,E1137X2,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, left eye"
E11,31576,60991,E1137X3,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, bilateral"
E11,31576,60991,E1137X9,"Type 2 diabetes mellitus with diabetic macular edema, resolved following treatment, unspecified eye"
E11,31576,60991,E1139,Type 2 diabetes mellitus with other diabetic ophthalmic complication
E11,31576,60991,E114,Type 2 diabetes mellitus with neurological complications
E11,31576,60991,E1140,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified"
E11,31576,60991,E1141,Type 2 diabetes mellitus with diabetic mononeuropathy
E11,31576,60991,E1142,Type 2 diabetes mellitus with diabetic polyneuropathy
E11,31576,60991,E1143,Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy
E11,31576,60991,E1144,Type 2 diabetes mellitus with diabetic amyotrophy
E11,31576,60991,E1149,Type 2 diabetes mellitus with other diabetic neurological complication
E11,31576,60991,E115,Type 2 diabetes mellitus with circulatory complications
E11,31576,60991,E1151,Type 2 diabetes mellitus with diabetic peripheral angiopathy without gangrene
E11,31576,60991,E1152,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene
E11,31576,60991,E1159,Type 2 diabetes mellitus with other circulatory complications
E11,31576,60991,E116,Type 2 diabetes mellitus with other specified complications
E11,31576,60991,E1161,Type 2 diabetes mellitus with diabetic arthropathy
E11,31576,60991,E11610,Type 2 diabetes mellitus with diabetic neuropathic arthropathy
E11,31576,60991,E11618,Type 2 diabetes mellitus with other diabetic arthropathy
E11,31576,60991,E1162,Type 2 diabetes mellitus with skin complications
E11,31576,60991,E11620,Type 2 diabetes mellitus with diabetic dermatitis
E11,31576,60991,E11621,Type 2 diabetes mellitus with foot ulcer
E11,31576,60991,E11622,Type 2 diabetes mellitus with other skin ulcer
E11,31576,60991,E11628,Type 2 diabetes mellitus with other skin complications
E11,31576,60991,E1163,Type 2 diabetes mellitus with oral complications
E11,31576,60991,E11630,Type 2 diabetes mellitus with periodontal disease
E11,31576,60991,E11638,Type 2 diabetes mellitus with other oral complications
E11,31576,60991,E1164,Type 2 diabetes mellitus with hypoglycemia
E11,31576,60991,E11641,Type 2 diabetes mellitus with hypoglycemia with coma
E11,31576,60991,E11649,Type 2 diabetes mellitus with hypoglycemia without coma
E11,31576,60991,E1165,Type 2 diabetes mellitus with hyperglycemia
E11,31576,60991,E1169,Type 2 diabetes mellitus with other specified complication
E11,31576,60991,E118,Type 2 diabetes mellitus with unspecified complications
E11,31576,60991,E119,Type 2 diabetes mellitus without complications
K21,31108,56766,K21,Gastro-esophageal reflux disease
K21,31108,56766,K210,Gastro-esophageal reflux disease with esophagitis
K21,31108,56766,K2100,"Gastro-esophageal reflux disease with esophagitis, without bleeding"
K21,31108,56766,K2101,"Gastro-esophageal reflux disease with esophagitis, with bleeding"
K21,31108,56766,K219,Gastro-esophageal reflux disease without esophagitis
403,30573,34122,40300,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage I through stage IV, or unspecified"
403,30573,34122,40301,"Hypertensive chronic kidney disease, malignant, with chronic kidney disease stage V or end stage renal disease"
403,30573,34122,40310,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage I through stage IV, or unspecified"
403,30573,34122,40311,"Hypertensive chronic kidney disease, benign, with chronic kidney disease stage V or end stage renal disease"
403,30573,34122,40390,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
403,30573,34122,40391,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage V or end stage renal disease"
V10,30542,34970,V10,Pedal cycle rider injured in collision with pedestrian or animal
V10,30542,34970,V100,Pedal cycle driver injured in collision with pedestrian or animal in nontraffic accident
V10,30542,34970,V1000,"Personal history of malignant neoplasm of gastrointestinal tract, unspecified"
V10,30542,34970,V1001,Personal history of malignant neoplasm of tongue
V10,30542,34970,V1002,Personal history of malignant neoplasm of other and unspecified oral cavity and pharynx
V10,30542,34970,V1003,Personal history of malignant neoplasm of esophagus
V10,30542,34970,V1004,Personal history of malignant neoplasm of stomach
V10,30542,34970,V1005,Personal history of malignant neoplasm of large intestine
V10,30542,34970,V1006,"Personal history of malignant neoplasm of rectum, rectosigmoid junction, and anus"
V10,30542,34970,V1007,Personal history of malignant neoplasm of liver
V10,30542,34970,V1009,Personal history of malignant neoplasm of other gastrointestinal tract
V10,30542,34970,V100XXA,"Pedal cycle driver injured in collision with pedestrian or animal in nontraffic accident, initial encounter"
V10,30542,34970,V100XXD,"Pedal cycle driver injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter"
V10,30542,34970,V100XXS,"Pedal cycle driver injured in collision with pedestrian or animal in nontraffic accident, sequela"
V10,30542,34970,V101,Pedal cycle passenger injured in collision with pedestrian or animal in nontraffic accident
V10,30542,34970,V1011,Personal history of malignant neoplasm of bronchus and lung
V10,30542,34970,V1012,Personal history of malignant neoplasm of trachea
V10,30542,34970,V101XXA,"Pedal cycle passenger injured in collision with pedestrian or animal in nontraffic accident, initial encounter"
V10,30542,34970,V101XXD,"Pedal cycle passenger injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter"
V10,30542,34970,V101XXS,"Pedal cycle passenger injured in collision with pedestrian or animal in nontraffic accident, sequela"
V10,30542,34970,V102,Unspecified pedal cyclist injured in collision with pedestrian or animal in nontraffic accident
V10,30542,34970,V1020,"Personal history of malignant neoplasm of respiratory organ, unspecified"
V10,30542,34970,V1021,Personal history of malignant neoplasm of larynx
V10,30542,34970,V1022,"Personal history of malignant neoplasm of nasal cavities, middle ear, and accessory sinuses"
V10,30542,34970,V1029,Personal history of malignant neoplasm of other respiratory and intrathoracic organs
V10,30542,34970,V102XXA,"Unspecified pedal cyclist injured in collision with pedestrian or animal in nontraffic accident, initial encounter"
V10,30542,34970,V102XXD,"Unspecified pedal cyclist injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter"
V10,30542,34970,V102XXS,"Unspecified pedal cyclist injured in collision with pedestrian or animal in nontraffic accident, sequela"
V10,30542,34970,V103,Personal history of malignant neoplasm of breast
V10,30542,34970,V103,Person boarding or alighting a pedal cycle injured in collision with pedestrian or animal
V10,30542,34970,V103XXA,"Person boarding or alighting a pedal cycle injured in collision with pedestrian or animal, initial encounter"
V10,30542,34970,V103XXD,"Person boarding or alighting a pedal cycle injured in collision with pedestrian or animal, subsequent encounter"
V10,30542,34970,V103XXS,"Person boarding or alighting a pedal cycle injured in collision with pedestrian or animal, sequela"
V10,30542,34970,V104,Pedal cycle driver injured in collision with pedestrian or animal in traffic accident
V10,30542,34970,V1040,"Personal history of malignant neoplasm of female genital organ, unspecified"
V10,30542,34970,V1041,Personal history of malignant neoplasm of cervix uteri
V10,30542,34970,V1042,Personal history of malignant neoplasm of other parts of uterus
V10,30542,34970,V1043,Personal history of malignant neoplasm of ovary
V10,30542,34970,V1044,Personal history of malignant neoplasm of other female genital organs
V10,30542,34970,V1045,"Personal history of malignant neoplasm of male genital organ, unspecified"
V10,30542,34970,V1046,Personal history of malignant neoplasm of prostate
V10,30542,34970,V1047,Personal history of malignant neoplasm of testis
V10,30542,34970,V1048,Personal history of malignant neoplasm of epididymis
V10,30542,34970,V1049,Personal history of malignant neoplasm of other male genital organs
V10,30542,34970,V104XXA,"Pedal cycle driver injured in collision with pedestrian or animal in traffic accident, initial encounter"
V10,30542,34970,V104XXD,"Pedal cycle driver injured in collision with pedestrian or animal in traffic accident, subsequent encounter"
V10,30542,34970,V104XXS,"Pedal cycle driver injured in collision with pedestrian or animal in traffic accident, sequela"
V10,30542,34970,V105,Pedal cycle passenger injured in collision with pedestrian or animal in traffic accident
V10,30542,34970,V1050,"Personal history of malignant neoplasm of urinary organ, unspecified"
V10,30542,34970,V1051,Personal history of malignant neoplasm of bladder
V10,30542,34970,V1052,Personal history of malignant neoplasm of kidney
V10,30542,34970,V1053,Personal history of malignant neoplasm of renal pelvis
V10,30542,34970,V1059,Personal history of malignant neoplasm of other urinary organs
V10,30542,34970,V105XXA,"Pedal cycle passenger injured in collision with pedestrian or animal in traffic accident, initial encounter"
V10,30542,34970,V105XXD,"Pedal cycle passenger injured in collision with pedestrian or animal in traffic accident, subsequent encounter"
V10,30542,34970,V105XXS,"Pedal cycle passenger injured in collision with pedestrian or animal in traffic accident, sequela"
V10,30542,34970,V1060,"Personal history of leukemia, unspecified"
V10,30542,34970,V1061,Personal history of lymphoid leukemia
V10,30542,34970,V1062,Personal history of myeloid leukemia
V10,30542,34970,V1063,Personal history of monocytic leukemia
V10,30542,34970,V1069,Personal history of other leukemia
V10,30542,34970,V1071,Personal history of lymphosarcoma and reticulosarcoma
V10,30542,34970,V1072,Personal history of hodgkin's disease
V10,30542,34970,V1079,Personal history of other lymphatic and hematopoietic neoplasms
V10,30542,34970,V1081,Personal history of malignant neoplasm of bone
V10,30542,34970,V1082,Personal history of malignant melanoma of skin
V10,30542,34970,V1083,Personal history of other malignant neoplasm of skin
V10,30542,34970,V1084,Personal history of malignant neoplasm of eye
V10,30542,34970,V1085,Personal history of malignant neoplasm of brain
V10,30542,34970,V1086,Personal history of malignant neoplasm of other parts of nervous system
V10,30542,34970,V1087,Personal history of malignant neoplasm of thyroid
V10,30542,34970,V1088,Personal history of malignant neoplasm of other endocrine glands and related structures
V10,30542,34970,V1089,Personal history of malignant neoplasm of other sites
V10,30542,34970,V109,Hx of malignancy nos
V10,30542,34970,V109,Unspecified pedal cyclist injured in collision with pedestrian or animal in traffic accident
V10,30542,34970,V1090,Personal history of unspecified malignant neoplasm
V10,30542,34970,V1091,Personal history of malignant neuroendocrine tumor
V10,30542,34970,V109XXA,"Unspecified pedal cyclist injured in collision with pedestrian or animal in traffic accident, initial encounter"
V10,30542,34970,V109XXD,"Unspecified pedal cyclist injured in collision with pedestrian or animal in traffic accident, subsequent encounter"
V10,30542,34970,V109XXS,"Unspecified pedal cyclist injured in collision with pedestrian or animal in traffic accident, sequela"
584,30089,32472,5845,Acute kidney failure with lesion of tubular necrosis
584,30089,32472,5846,Acute kidney failure with lesion of renal cortical necrosis
584,30089,32472,5847,Acute kidney failure with lesion of renal medullary [papillary] necrosis
584,30089,32472,5848,Acute kidney failure with other specified pathological lesion in kidney
584,30089,32472,5849,"Acute kidney failure, unspecified"
305,28602,43022,30500,"Alcohol abuse, unspecified"
305,28602,43022,30501,"Alcohol abuse, continuous"
305,28602,43022,30502,"Alcohol abuse, episodic"
305,28602,43022,30503,"Alcohol abuse, in remission"
305,28602,43022,3051,Tobacco use disorder
305,28602,43022,30520,"Cannabis abuse, unspecified"
305,28602,43022,30521,"Cannabis abuse, continuous"
305,28602,43022,30522,"Cannabis abuse, episodic"
305,28602,43022,30523,"Cannabis abuse, in remission"
305,28602,43022,30530,"Hallucinogen abuse, unspecified"
305,28602,43022,30531,"Hallucinogen abuse, continuous"
305,28602,43022,30532,"Hallucinogen abuse, episodic"
305,28602,43022,30533,"Hallucinogen abuse, in remission"
305,28602,43022,30540,"Sedative, hypnotic or anxiolytic abuse, unspecified"
305,28602,43022,30541,"Sedative, hypnotic or anxiolytic abuse, continuous"
305,28602,43022,30542,"Sedative, hypnotic or anxiolytic abuse, episodic"
305,28602,43022,30543,"Sedative, hypnotic or anxiolytic abuse, in remission"
305,28602,43022,30550,"Opioid abuse, unspecified"
305,28602,43022,30551,"Opioid abuse, continuous"
305,28602,43022,30552,"Opioid abuse, episodic"
305,28602,43022,30553,"Opioid abuse, in remission"
305,28602,43022,30560,"Cocaine abuse, unspecified"
305,28602,43022,30561,"Cocaine abuse, continuous"
305,28602,43022,30562,"Cocaine abuse, episodic"
305,28602,43022,30563,"Cocaine abuse, in remission"
305,28602,43022,30570,"Amphetamine or related acting sympathomimetic abuse, unspecified"
305,28602,43022,30571,"Amphetamine or related acting sympathomimetic abuse, continuous"
305,28602,43022,30572,"Amphetamine or related acting sympathomimetic abuse, episodic"
305,28602,43022,30573,"Amphetamine or related acting sympathomimetic abuse, in remission"
305,28602,43022,30580,"Antidepressant type abuse, unspecified"
305,28602,43022,30581,"Antidepressant type abuse, continuous"
305,28602,43022,30582,"Antidepressant type abuse, episodic"
305,28602,43022,30583,"Antidepressant type abuse, in remission"
305,28602,43022,30590,"Other, mixed, or unspecified drug abuse, unspecified"
305,28602,43022,30591,"Other, mixed, or unspecified drug abuse, continuous"
305,28602,43022,30592,"Other, mixed, or unspecified drug abuse, episodic"
305,28602,43022,30593,"Other, mixed, or unspecified drug abuse, in remission"
311,28243,36349,311,"Depressive disorder, not elsewhere classified"
V12,27616,31545,V12,Pedal cycle rider injured in collision with two- or three-wheeled motor vehicle
V12,27616,31545,V120,Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
V12,27616,31545,V1200,Personal history of unspecified infectious and parasitic disease
V12,27616,31545,V1201,Personal history of tuberculosis
V12,27616,31545,V1202,Personal history of poliomyelitis
V12,27616,31545,V1203,Personal history of malaria
V12,27616,31545,V1204,Personal history of Methicillin resistant Staphylococcus aureus
V12,27616,31545,V1209,Personal history of other infectious and parasitic diseases
V12,27616,31545,V120XXA,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V12,27616,31545,V120XXD,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V12,27616,31545,V120XXS,"Pedal cycle driver injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V12,27616,31545,V121,Personal history of nutritional deficiency
V12,27616,31545,V121,Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
V12,27616,31545,V121XXA,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, initial encounter"
V12,27616,31545,V121XXD,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter"
V12,27616,31545,V121XXS,"Pedal cycle passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, sequela"
V12,27616,31545,V122,"Personal history of endocrine, metabolic, and immunity disorders"
V12,27616,31545,V122,Unspecified pedal cyclist injured in collision with two- or three-wheeled motor vehicle in nontraffic accident
V12,27616,31545,V1221,Personal history of gestational diabetes
V12,27616,31545,V1229,"Personal history of other endocrine, metabolic, and immunity disorders"
